Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Biogroup	Alternative Name	Species	Disease	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	O Serotype	Contact Name	Date Entered	Release Date	Barcode	Status	Coverage	Version	N50	Length	Species	Contig Number	No. N's	Assembly Barcode
YER_AA2213AA	CMCC67001	SRR069172;ILLUMINA;Paired;541;SRX028736	Human	Human	Patient	1959				Asia	China	Inner Mongolia				42.97	122.35	Beijing Genome Institute			Yersinia pestis		Genotype: 2.ANT3e	PRJNA47685	SRP003808	SAMN00115209	SRS116742			2016-01-15	2012-01-01	YER_AA2213AA	Assembled	75	3.32	17492	4426041	Yersinia pestis;100.0%	528	18087	YER_CA7640AA_AS
YER_AA2214AA	CMCC640047	SRR069171;ILLUMINA;Paired;532;SRX028735	Human	Human	Patient	1964				Asia	China	Qinghai				36.27	100.61	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN2a	PRJNA47685	SRP003808	SAMN00115208	SRS116741			2016-01-15	2012-01-01	YER_AA2214AA	Assembled	54	3.32	14298	4447656	Yersinia pestis;100.0%	653	25026	YER_CA7641AA_AS
YER_AA2215AA	CMCC64001	SRR069170;ILLUMINA;Paired;503;SRX028734	Wild Animal	Invertebrates	Rhipicephalus sanguineus	1957				Asia	China	Inner Mongolia				45.05	121.47	Beijing Genome Institute			Yersinia pestis		Genotype: 2.ANT3i	PRJNA47685	SRP003808	SAMN00115207	SRS116740			2016-01-15	2012-01-01	YER_AA2215AA	Assembled	65	3.32	17391	4464384	Yersinia pestis;100.0%	536	16473	YER_CA7642AA_AS
YER_AA2216AA	H1958004	SRR069169;ILLUMINA;Paired;519;SRX028733	Wild Animal	Rodent	Spermophilus dauricus	1958				Asia	China	Jilin				43.87	126.57	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED3e	PRJNA47685	SRP003808	SAMN00115206	SRS116739			2016-01-15	2012-01-01	YER_AA2216AA	Assembled	62	3.32	15546	4299617	Yersinia pestis;100.0%	588	21211	YER_CA7643AA_AS
YER_AA2217AA	CMCC51020	SRR069168;ILLUMINA;Paired;532;SRX028732	Wild Animal	Rodent	Rattus norvegicus	1954				Asia	China	Jilin				44.3	123.97	Beijing Genome Institute			Yersinia pestis		Genotype: 2.ANT3g	PRJNA47685	SRP003808	SAMN00115205	SRS116738			2016-01-15	2012-01-01	YER_AA2217AA	Assembled	57	3.32	16111	4522911	Yersinia pestis;100.0%	556	18355	YER_CA7644AA_AS
YER_AA2218AA	CMCC49003	SRR069167;ILLUMINA;Paired;554;SRX028731	Wild Animal	Rodent	Citellus undulatus 	1976				Asia	China	Xinjiang				43.82	82.53	Beijing Genome Institute			Yersinia pestis		Genotype: 0.ANT1b	PRJNA47685	SRP003808	SAMN00115204	SRS116737			2016-01-15	2012-01-01	YER_AA2218AA	Assembled	75	3.32	21608	4633699	Yersinia pestis;100.0%	476	15786	YER_CA7645AA_AS
YER_AA2220AA	K21985002	SRR069165;ILLUMINA;Paired;514;SRX028729	Wild Animal	Rodent	Marmota himalayana	1985				Asia	China	Xinjiang				39	88.1	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN1c	PRJNA47685	SRP003808	SAMN00115202	SRS116735			2016-01-15	2012-01-01	YER_AA2220AA	Assembled	73	3.32	17170	4499319	Yersinia pestis;100.0%	535	16864	YER_CA7647AA_AS
YER_AA2221AA	CMCC43032	SRR069164;ILLUMINA;Paired;488;SRX028728	Wild Animal	Invertebrates	Oropsylla silantiewi	1980				Asia	China	Xinjiang				44.18	86.92	Beijing Genome Institute			Yersinia pestis		Genotype: 0.ANT1h	PRJNA47685	SRP003808	SAMN00115201	SRS116734			2016-01-15	2012-01-01	YER_AA2221AA	Assembled	48	3.32	31657	4598940	Yersinia pestis;100.0%	303	33035	YER_CA7648AA_AS
YER_AA2222AA	CMCC42007	SRR069163;ILLUMINA;Paired;520;SRX028727	Wild Animal	Rodent	Marmota baibacina	1967				Asia	China	Xinjiang				44.45	84.62	Beijing Genome Institute			Yersinia pestis		Genotype: 0.ANT1g	PRJNA47685	SRP003808	SAMN00115200	SRS116733			2016-01-15	2012-01-01	YER_AA2222AA	Assembled	60	3.32	17597	4539951	Yersinia pestis;99.81%	551	18536	YER_CA7649AA_AS
YER_AA2223AA	A1956001	SRR069162;ILLUMINA;Paired;534;SRX028726	Wild Animal	Rodent	Marmota caudata	1956				Asia	China	Xinjiang				39.7	75.18	Beijing Genome Institute			Yersinia pestis		Genotype: 0.ANT3b	PRJNA47685	SRP003808	SAMN00115199	SRS116732			2016-01-15	2012-01-01	YER_AA2223AA	Assembled	75	3.32	20632	4610146	Yersinia pestis;100.0%	490	17717	YER_CA7650AA_AS
YER_AA2224AA	CMCC38001	SRR069161;ILLUMINA;Paired;553;SRX028725	Wild Animal	Rodent	Marmota baibacina	1979				Asia	China	Xinjiang				39.73	76.12	Beijing Genome Institute			Yersinia pestis		Genotype: 0.ANT3a	PRJNA47685	SRP003808	SAMN00115198	SRS116731			2016-01-15	2012-01-01	YER_AA2224AA	Assembled	80	3.32	18778	4532584	Yersinia pestis;100.0%	511	17403	YER_CA7651AA_AS
YER_AA2225AA	CMCC348002	SRR069160;ILLUMINA;Paired;504;SRX028724	Wild Animal	Rodent	Marmota himalayana	1998				Asia	China	Tibet				29.71	89.02	Beijing Genome Institute			Yersinia pestis		Genotype: 2.ANT2f	PRJNA47685	SRP003808	SAMN00115197	SRS116730			2016-01-15	2012-01-01	YER_AA2225AA	Assembled	66	3.32	22123	4654805	Yersinia pestis;100.0%	469	15979	YER_CA7652AA_AS
YER_AA2226AA	CMCC347001	SRR069159;ILLUMINA;Paired;531;SRX028723	Wild Animal	Rodent	Marmota himalayana	1996				Asia	China	Tibet				30.2	91.24	Beijing Genome Institute			Yersinia pestis		Genotype: 2.ANT2c	PRJNA47685	SRP003808	SAMN00115196	SRS116729			2016-01-15	2012-01-01	YER_AA2226AA	Assembled	43	3.32	40319	4517621	Yersinia pestis;100.0%	218	18983	YER_CA7653AA_AS
YER_AA2227AA	CMCC31004	SRR069158;ILLUMINA;Paired;533;SRX028722	Wild Animal	Rodent	Marmota himalayana	1990				Asia	China	Tibet				32.29	91.68	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN2c	PRJNA47685	SRP003808	SAMN00115195	SRS116728			2016-01-15	2012-01-01	YER_AA2227AA	Assembled	67	3.32	15537	4540585	Yersinia pestis;100.0%	607	23109	YER_CA7654AA_AS
YER_AA2228AA	CMCC27002	SRR069157;ILLUMINA;Paired;540;SRX028721	Wild Animal	Rodent	Marmota himalayana	1991				Asia	China	Qinghai				35.24	100.63	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN2j	PRJNA47685	SRP003808	SAMN00115194	SRS116727			2016-01-15	2012-01-01	YER_AA2228AA	Assembled	57	3.32	15195	4417734	Yersinia pestis;100.0%	610	23122	YER_CA7655AA_AS
YER_AA2229AA	CMCC21106	SRR069156;ILLUMINA;Paired;523;SRX028720	Wild Animal	Rodent	Marmota baibacina 	2001				Asia	China	Xinjiang				39.7	75.18	Beijing Genome Institute			Yersinia pestis		Genotype: 0.ANT3d	PRJNA47685	SRP003808	SAMN00115193	SRS116726			2016-01-15	2012-01-01	YER_AA2229AA	Assembled	52	3.32	15472	4382726	Yersinia pestis;100.0%	583	23540	YER_CA7656AA_AS
YER_AA2230AA	CMCC18019	SRR069155;ILLUMINA;Paired;523;SRX028719	Wild Animal	Rodent	Microtus fuscus	2001				Asia	China	Qinghai				33.35	97.12	Beijing Genome Institute			Yersinia pestis		Genotype: 0.PE4Cc	PRJNA47685	SRP003808	SAMN00115192	SRS116725			2016-01-15	2012-01-01	YER_AA2230AA	Assembled	42	3.32	19868	4510841	Yersinia pestis;100.0%	475	16471	YER_CA7657AA_AS
YER_AA2231AA	I2001001	SRR069154;ILLUMINA;Paired;497;SRX028718	Wild Animal	Rodent	Meriones unguiculatus	2001				Asia	China	Shaanxi				37.6	107.59	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED3j	PRJNA47685	SRP003808	SAMN00115191	SRS116724			2016-01-15	2012-01-01	YER_AA2231AA	Assembled	99	3.32	44274	4654611	Yersinia pestis;100.0%	206	2891	YER_CA7658AA_AS
YER_AA2232AA	C1975003	SRR069153;ILLUMINA;Paired;528;SRX028717	Wild Animal	Ovine	Ovis aries	1975				Asia	China	Qinghai				33.03	96.97	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN2d	PRJNA47685	SRP003808	SAMN00115190	SRS116723			2016-01-15	2012-01-01	YER_AA2232AA	Assembled	60	3.32	14837	4506952	Yersinia pestis;100.0%	642	27129	YER_CA7659AA_AS
YER_AA2233AA	I1969003	SRR069152;ILLUMINA;Paired;543;SRX028716	Wild Animal	Rodent	Meriones unguiculatus	1969				Asia	China	Ningxia				38.1	106.34	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED3c	PRJNA47685	SRP003808	SAMN00115189	SRS116722			2016-01-15	2012-01-01	YER_AA2233AA	Assembled	87	3.32	20217	4582403	Yersinia pestis;100.0%	488	16377	YER_CA7660AA_AS
YER_AA2234AA	CMCC125002	SRR069151;ILLUMINA;Paired;518;SRX028715,SRR069150;ILLUMINA;Paired;518;SRX028714	Wild Animal	Rodent	Spermophilus alaschanicus	1964				Asia	China	Ningxia				35.97	105.7	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED3b	PRJNA47685	SRP003808	SAMN00115188	SRS116721			2016-01-15	2012-01-01	YER_AA2234AA	Assembled	61	3.32	18972	4579916	Yersinia pestis;100.0%	517	13915	YER_CA7661AA_AS
YER_AA2235AA	J1978002	SRR069149;ILLUMINA;Paired;4000;SRX028713	Wild Animal	Rodent	Spermophilus alaschanicus	1978				Asia	China	Ningxia				36.56	105.64	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED3d	PRJNA47685	SRP003808	SAMN00115187	SRS116720			2016-01-15	2012-01-01	YER_AA2235AA	Assembled	72	3.32	44271	4607822	Yersinia pestis;100.0%	198	4659	YER_CA7663AA_AS
YER_AA2236AA	D1964002	SRR069147;ILLUMINA;Paired;533;SRX028711,SRR069148;ILLUMINA;Paired;533;SRX028712	Wild Animal	Canine	Canis faliaris	1964				Asia	China	Qinghai				37.37	101.62	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN2m	PRJNA47685	SRP003808	SAMN00115186	SRS116719			2016-01-15	2012-01-01	YER_AA2236AA	Assembled	105	3.32	37418	4609923	Yersinia pestis;100.0%	230	16882	YER_CA7664AA_AS
YER_AA2237AA	I1994006	SRR069146;ILLUMINA;Paired;527;SRX028710	Wild Animal	Invertebrates	Citellophilus tesquorum sungaris	1994				Asia	China	Hebei				41.87	114.6	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED3l	PRJNA47685	SRP003808	SAMN00115185	SRS116718			2016-01-15	2012-01-01	YER_AA2237AA	Assembled	75	3.32	19076	4594065	Yersinia pestis;100.0%	508	18738	YER_CA7666AA_AS
YER_AA2238AA	CMCC12003	SRR069145;ILLUMINA;Paired;500;SRX028709	Wild Animal	Rodent	Marmota himalayana	1961				Asia	China	Qinghai				37.37	101.62	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED3k	PRJNA47685	SRP003808	SAMN00115184	SRS116717			2016-01-15	2012-01-01	YER_AA2238AA	Assembled	60	3.32	16158	4447040	Yersinia pestis;99.81%	544	18854	YER_CA7667AA_AS
YER_AA2239AA	CMCC114001	SRR069144;ILLUMINA;Paired;534;SRX028708	Wild Animal	Rodent	Mus musculus	1952				Asia	China	Fujian				25.44	119	Beijing Genome Institute			Yersinia pestis		Genotype: 1.ORI1a	PRJNA47685	SRP003808	SAMN00115183	SRS116716			2016-01-15	2012-01-01	YER_AA2239AA	Assembled	54	3.32	12637	4290456	Yersinia pestis;100.0%	662	26701	YER_CA7668AA_AS
YER_AA2241AA	CMCC11001	SRR069142;ILLUMINA;Paired;513;SRX028706	Wild Animal	Rodent	Marmota himalayana	1954				Asia	China	Qinghai				35.57	100.75	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN1a	PRJNA47685	SRP003808	SAMN00115181	SRS116714			2016-01-15	2012-01-01	YER_AA2241AA	Assembled	61	3.32	16882	4536504	Yersinia pestis;100.0%	572	18110	YER_CA7670AA_AS
YER_AA2242AA	CMCC107004	SRR069141;ILLUMINA;Paired;516;SRX028705	Wild Animal	Invertebrates	Citellophilus tesquorum mongolicus	2003				Asia	China	Inner Mongolia				41.9	114	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED3p	PRJNA47685	SRP003808	SAMN00115180	SRS116713			2016-01-15	2012-01-01	YER_AA2242AA	Assembled	127	3.32	38114	4648029	Yersinia pestis;100.0%	229	4675	YER_CA7671AA_AS
YER_AA2243AA	CMCC106002	SRR069140;ILLUMINA;Paired;526;SRX028704	Wild Animal	Invertebrates	Citellophilus tesquorum	1996				Asia	China	Inner Mongolia				44.55	120.87	Beijing Genome Institute			Yersinia pestis		Genotype: 2.ANT3h	PRJNA47685	SRP003808	SAMN00115179	SRS116712			2016-01-15	2012-01-01	YER_AA2243AA	Assembled	80	3.32	18539	4426183	Yersinia pestis;100.0%	476	17351	YER_CA7672AA_AS
YER_AA2244AA	CMCC104003	SRR069139;ILLUMINA;Paired;524;SRX028703	Wild Animal	Rodent	Spermophilus dauricus	1989				Asia	China	Inner Mongolia				43.97	120.05	Beijing Genome Institute			Yersinia pestis		Genotype: 2.ANT3f	PRJNA47685	SRP003808	SAMN00115178	SRS116711			2016-01-15	2012-01-01	YER_AA2244AA	Assembled	86	3.32	19348	4450881	Yersinia pestis;100.0%	473	14160	YER_CA7673AA_AS
YER_AA2245AA	CMCC10012	SRR069138;ILLUMINA;Paired;532;SRX028702	Wild Animal	Invertebrates	Ixodex crenulatus	1964				Asia	China	Qinghai				36.89	100.99	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN2i	PRJNA47685	SRP003808	SAMN00115177	SRS116710			2016-01-15	2012-01-01	YER_AA2245AA	Assembled	71	3.32	16882	4545775	Yersinia pestis;100.0%	556	18579	YER_CA7674AA_AS
YER_AA2246AA	CMCC05013	SRR069137;ILLUMINA;Paired;534;SRX028701	Wild Animal	Invertebrates	Linognathoides palaearctus	1988				Asia	China	Qinghai				35.6	99.99	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN2g	PRJNA47685	SRP003808	SAMN00115176	SRS116709			2016-01-15	2012-01-01	YER_AA2246AA	Assembled	29	3.32	12849	4329388	Yersinia pestis;100.0%	660	18330	YER_CA7675AA_AS
YER_AA2247AA	CMCC05009	SRR069136;ILLUMINA;Paired;524;SRX028700	Wild Animal	Rodent	Allactaga sibirica	1961				Asia	China	Qinghai				35.6	99.99	Beijing Genome Institute			Yersinia pestis		Genotype: 0.PE7a	PRJNA47685	SRP003808	SAMN00115175	SRS116708			2016-01-15	2012-01-01	YER_AA2247AA	Assembled	65	3.32	20386	4575776	Yersinia pestis;97.61%	472	16060	YER_CA7676AA_AS
YER_AA2248AA	CMCC03001	SRR069135;ILLUMINA;Paired;519;SRX028699	Wild Animal	Other Mammal	Ochotona daurica	1954				Asia	China	Qinghai				34.75	101.62	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN2o	PRJNA47685	SRP003808	SAMN00115174	SRS116707			2016-01-15	2012-01-01	YER_AA2248AA	Assembled	47	3.32	18510	4473225	Yersinia pestis;100.0%	512	20139	YER_CA7677AA_AS
YER_AA2249AA	CMCC02041	SRR069134;ILLUMINA;Paired;518;SRX028698	Wild Animal	Other Mammal	Mustela eversmanni	1965				Asia	China	Qinghai				38.2	100.22	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN2n	PRJNA47685	SRP003808	SAMN00115173	SRS116706			2016-01-15	2012-01-01	YER_AA2249AA	Assembled	75	3.32	19348	4572694	Yersinia pestis;100.0%	511	18389	YER_CA7678AA_AS
YER_AA2250AA	970754	SRR069133;ILLUMINA;Paired;542;SRX028697	Wild Animal	Ovine	Ovis aries	1997				Asia	China	Qinghai				32.23	96.47	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN2k	PRJNA47685	SRP003808	SAMN00115172	SRS116705			2016-01-15	2012-01-01	YER_AA2250AA	Assembled	75	3.32	15518	4471863	Yersinia pestis;100.0%	603	21126	YER_CA7679AA_AS
YER_AA2251AA	945	SRR069132;ILLUMINA;Paired;536;SRX028696	Wild Animal	Invertebrates	Human flea	1994				Asia	China	Xinjiang				44.29	85.56	Beijing Genome Institute			Yersinia pestis		Genotype: 0.ANT1c	PRJNA47685	SRP003808	SAMN00115171	SRS116704			2016-01-15	2012-01-01	YER_AA2251AA	Assembled	60	3.32	15278	4348691	Yersinia pestis;100.0%	601	21198	YER_CA7680AA_AS
YER_AA2252AA	D1991004	SRR069131;ILLUMINA;Paired;541;SRX028695	Wild Animal	Rodent	Marmota himalayana	1991				Asia	China	Qinghai				35.03	101.5	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN2l	PRJNA47685	SRP003808	SAMN00115170	SRS116703			2016-01-15	2012-01-01	YER_AA2252AA	Assembled	46	3.32	19706	4576629	Yersinia pestis;100.0%	486	14209	YER_CA7681AA_AS
YER_AA2253AA	91	SRR069130;ILLUMINA;Paired;512;SRX028694	Wild Animal	Invertebrates	Oropsylla silantiewi	1987				Asia	China	Xinjiang				38.09	85.32	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED2b	PRJNA47685	SRP003808	SAMN00115169	SRS116702			2016-01-15	2012-01-01	YER_AA2253AA	Assembled	91	3.32	19348	4463469	Yersinia pestis;99.59%	506	16042	YER_CA7682AA_AS
YER_AA2254AA	9	SRR069129;ILLUMINA;Paired;528;SRX028693	Human	Human	Patient	2004				Asia	China	Qinghai				33.35	97.12	Beijing Genome Institute			Yersinia pestis		Genotype: 0.PE4Ab	PRJNA47685	SRP003808	SAMN00115168	SRS116701			2016-01-15	2012-01-01	YER_AA2254AA	Assembled	57	3.32	19081	4545782	Yersinia pestis;99.79%	509	20953	YER_CA7683AA_AS
YER_AA2255AA	C1989001	SRR069128;ILLUMINA;Paired;522;SRX028692	Human	Human	Patient	1989				Asia	China	Qinghai				32.92	95.3	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN2e	PRJNA47685	SRP003808	SAMN00115167	SRS116700			2016-01-15	2012-01-01	YER_AA2255AA	Assembled	62	4	37426	4688399	Yersinia pestis;100.0%	238	58744	YER_DA0961AA_AS
YER_AA2256AA	F1954001	SRR069127;ILLUMINA;Paired;514;SRX028691	Wild Animal	Rodent	Rattus flavipectus	1954				Asia	China	Yunnan				25.48	100.56	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN3a	PRJNA47685	SRP003808	SAMN00115166	SRS116699			2016-01-15	2012-01-01	YER_AA2256AA	Assembled	73	3.32	45450	4633231	Yersinia pestis;100.0%	193	4291	YER_CA7685AA_AS
YER_AA2257AA	780441	SRR069126;ILLUMINA;Paired;515;SRX028690	Wild Animal	Rodent	Marmota himalayana	1978				Asia	China	Qinghai				34.92	98.26	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN1b	PRJNA47685	SRP003808	SAMN00115165	SRS116698			2016-01-15	2012-01-01	YER_AA2257AA	Assembled	63	3.32	19348	4621255	Yersinia pestis;100.0%	496	17263	YER_CA7686AA_AS
YER_AA2258AA	7	SRR069124;ILLUMINA;Paired;541;SRX028688,SRR069125;ILLUMINA;Paired;541;SRX028689	Human	Human	Patient	2004				Asia	China	Qinghai				36.9	98.46	Beijing Genome Institute			Yersinia pestis		Genotype: 3.ANT1a	PRJNA47685	SRP003808	SAMN00115164	SRS116697			2016-01-15	2012-01-01	YER_AA2258AA	Assembled	78	3.32	19706	4616111	Yersinia pestis;99.79%	495	15248	YER_CA7687AA_AS
YER_AA2259AA	D1982001	SRR069123;ILLUMINA;Paired;516;SRX028687	Human	Human	Patient	1982				Asia	China	Gansu				38.86	99.57	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN2p	PRJNA47685	SRP003808	SAMN00115163	SRS116696			2016-01-15	2012-01-01	YER_AA2259AA	Assembled	60	3.32	39566	4492104	Yersinia pestis;100.0%	214	4971	YER_CA7689AA_AS
YER_AA2260AA	7338	SRR069122;ILLUMINA;Paired;536;SRX028686	Wild Animal	Rodent	Marmota himalayana	1973				Asia	China	Xinjiang				37.12	79.94	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED2e	PRJNA47685	SRP003808	SAMN00115162	SRS116695			2016-01-15	2012-01-01	YER_AA2260AA	Assembled	79	3.32	19475	4426661	Yersinia pestis;100.0%	476	15109	YER_CA7690AA_AS
YER_AA2261AA	710317	SRR069121;ILLUMINA;Paired;522;SRX028685	Human	Human	Patient	1971				Asia	China	Qinghai				36.72	101.28	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN2f	PRJNA47685	SRP003808	SAMN00115161	SRS116694			2016-01-15	2012-01-01	YER_AA2261AA	Assembled	50	3.32	16733	4546276	Yersinia pestis;100.0%	531	17322	YER_CA7691AA_AS
YER_AA2262AA	71021	SRR069120;ILLUMINA;Paired;519;SRX028684	Wild Animal	Invertebrates	Oropsylla silantiewi	1989				Asia	China	Gansu				38.46	94.25	Beijing Genome Institute			Yersinia pestis		Genotype: 3.ANT1d	PRJNA47685	SRP003808	SAMN00115160	SRS116693			2016-01-15	2012-01-01	YER_AA2262AA	Assembled	53	3.32	17719	4586885	Yersinia pestis;100.0%	547	17235	YER_CA7692AA_AS
YER_AA2263AA	C1976001	SRR069119;ILLUMINA;Paired;495;SRX028683	Wild Animal	Rodent	Marmota himalayana	1976				Asia	China	Gansu				38.46	94.25	Beijing Genome Institute			Yersinia pestis		Genotype: 3.ANT1c	PRJNA47685	SRP003808	SAMN00115159	SRS116692			2016-01-15	2012-01-01	YER_AA2263AA	Assembled	74	3.32	44759	4656011	Yersinia pestis;100.0%	192	2915	YER_CA7693AA_AS
YER_AA2264AA	D1964001	SRR069118;ILLUMINA;Paired;504;SRX028682	Wild Animal	Rodent	Marmota himalayana	1964				Asia	China	Qinghai				37.37	101.62	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN2q	PRJNA47685	SRP003808	SAMN00115158	SRS116691			2016-01-15	2012-01-01	YER_AA2264AA	Assembled	43	3.32	37703	4462907	Yersinia pestis;100.0%	212	13426	YER_CA7694AA_AS
YER_AA2265AA	620024	SRR069117;ILLUMINA;Paired;517;SRX028681	Human	Human	Patient	1962				Asia	China	Qinghai				35.6	99.99	Beijing Genome Institute			Yersinia pestis		Genotype: 0.PE7b	PRJNA47685	SRP003808	SAMN00115157	SRS116690			2016-01-15	2012-01-01	YER_AA2265AA	Assembled	49	3.32	36985	4578496	Yersinia pestis;97.71%	239	32600	YER_CA7695AA_AS
YER_AA2266AA	5	SRR069116;ILLUMINA;Paired;517;SRX028680	Human	Human	Patient	2004				Asia	China	Qinghai				36.9	98.46	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN2h	PRJNA47685	SRP003808	SAMN00115156	SRS116689			2016-01-15	2012-01-01	YER_AA2266AA	Assembled	46	3.32	30464	4571138	Yersinia pestis;100.0%	290	37024	YER_CA7696AA_AS
YER_AA2267AA	H1959004	SRR069115;ILLUMINA;Paired;522;SRX028679	Wild Animal	Rodent	Rattus norvegicus	1959				Asia	China	Jilin				45.2	124.82	Beijing Genome Institute			Yersinia pestis		Genotype: 2.ANT3j	PRJNA47685	SRP003808	SAMN00115155	SRS116688			2016-01-15	2012-01-01	YER_AA2267AA	Assembled	60	3.32	18520	4569489	Yersinia pestis;100.0%	529	16149	YER_CA7697AA_AS
YER_AA2268AA	42095	SRR069114;ILLUMINA;Paired;515;SRX028678	Wild Animal	Rodent	Citellus undulatus 	2001				Asia	China	Xinjiang				44.45	84.62	Beijing Genome Institute			Yersinia pestis		Genotype: 0.ANT1f	PRJNA47685	SRP003808	SAMN00115154	SRS116687			2016-01-15	2012-01-01	YER_AA2268AA	Assembled	53	3.32	19076	4588798	Yersinia pestis;99.8%	499	17475	YER_CA7698AA_AS
YER_AA2269AA	42091	SRR069112;ILLUMINA;Paired;503;SRX028676,SRR069113;ILLUMINA;Paired;503;SRX028677	Wild Animal	Rodent	Citellus undulatus 	1999				Asia	China	Xinjiang				44.45	84.62	Beijing Genome Institute			Yersinia pestis		Genotype: 0.ANT3e	PRJNA47685	SRP003808	SAMN00115153	SRS116686			2016-01-15	2012-01-01	YER_AA2269AA	Assembled	48	3.32	18518	4441903	Yersinia pestis;100.0%	466	58285	YER_CA7700AA_AS
YER_AA2270AA	42082	SRR069111;ILLUMINA;Paired;519;SRX028675	Wild Animal	Rodent	Citellus undulatus 	1995				Asia	China	Xinjiang				44.45	84.62	Beijing Genome Institute			Yersinia pestis		Genotype: 0.ANT3c	PRJNA47685	SRP003808	SAMN00115152	SRS116685			2016-01-15	2012-01-01	YER_AA2270AA	Assembled	35	3.32	31115	4527346	Yersinia pestis;100.0%	295	37559	YER_CA7701AA_AS
YER_AA2271AA	42013	SRR069110;ILLUMINA;Paired;526;SRX028674	Wild Animal	Rodent	Citellus undulatus 	1971				Asia	China	Xinjiang				44.45	84.62	Beijing Genome Institute			Yersinia pestis		Genotype: 0.ANT1a	PRJNA47685	SRP003808	SAMN00115151	SRS116684			2016-01-15	2012-01-01	YER_AA2271AA	Assembled	72	3.32	18972	4572931	Yersinia pestis;99.8%	513	17076	YER_CA7702AA_AS
YER_AA2272AA	A1973001	SRR069109;ILLUMINA;Paired;507;SRX028673	Wild Animal	Rodent	Marmota caudata	1973				Asia	China	Xinjiang				39.7	75.18	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED2d	PRJNA47685	SRP003808	SAMN00115150	SRS116683			2016-01-15	2012-01-01	YER_AA2272AA	Assembled	38	3.32	19654	4466575	Yersinia pestis;100.0%	448	12117	YER_CA7703AA_AS
YER_AA2273AA	G1996006	SRR069108;ILLUMINA;Paired;523;SRX028672	Human	Human	Patient	1996				Asia	China	Tibet				27.98	91.91	Beijing Genome Institute			Yersinia pestis		Genotype: 2.ANT2d	PRJNA47685	SRP003808	SAMN00115149	SRS116682			2016-01-15	2012-01-01	YER_AA2273AA	Assembled	66	3.32	20852	4640883	Yersinia pestis;100.0%	478	15287	YER_CA7704AA_AS
YER_AA2274AA	G1996010	SRR069107;ILLUMINA;Paired;536;SRX028671	Wild Animal	Ovine	Pseudois nayaur	1996				Asia	China	Tibet				28.46	92.42	Beijing Genome Institute			Yersinia pestis		Genotype: 2.ANT2e	PRJNA47685	SRP003808	SAMN00115148	SRS116681			2016-01-15	2012-01-01	YER_AA2274AA	Assembled	82	3.32	21625	4647398	Yersinia pestis;99.78%	465	14846	YER_CA7705AA_AS
YER_AA2275AA	351001	SRR069106;ILLUMINA;Paired;521;SRX028670	Wild Animal	Rodent	Marmota himalayana	1996				Asia	China	Tibet				29.39	90.7	Beijing Genome Institute			Yersinia pestis		Genotype: 2.ANT2b	PRJNA47685	SRP003808	SAMN00115147	SRS116680			2016-01-15	2012-01-01	YER_AA2275AA	Assembled	49	3.32	15919	4550103	Yersinia pestis;100.0%	575	19353	YER_CA7706AA_AS
