id	BioSample_id	BioSampleAccession	BioSampleAccessionSecondary	BioSampleBioProjectAccession	BioSampleSRAAccession	BioSampleTitle	BioSampleName	BioSampleType	BioSamplePackage	BioSampleInfraspecies	BioSampleOrganism	BioSampleOrganismAlt	BioSampleSubSpecies	BioSampleStrain	BioSampleTaxonomyID	BioSampleBiovar	BioSampleCollectionDate	BioSampleGeographicLocation	BioSampleHost	BioSampleHostDisease	BioSampleIsolateNameAlias	BioSampleIsolationSource	BioSampleLat	BioSampleLatLon	BioSampleLon	BioSampleDate	BioSampleModificationDate	BioSamplePublicationDate	BioSampleOrganization	BioSampleComment
875	4417245	SAMN04417245	None	None	None	Pathogen: clinical or host-associated sample from Vibrio cholerae	M888	None	Pathogen.cl.1.0	strain: M888	Vibrio cholerae	Vibrio cholerae	None	M888	666	None	1970	Russia: Astrakhan	Homo sapiens	Vibrio cholerae	None	missing	None	46.35703772877559 N 48.06445296853781 E	None	2016/01/15	2016/01/15	2016/01/15	Russia Research Anti-Plague Institute "Microbe"	REMOVE: Incorrect organism
876	4413738	SAMN04413738	None	None	None	Pathogen: clinical or host-associated sample from Vibrio cholerae	P13762	None	Pathogen.cl.1.0	strain: P13762	Vibrio cholerae	Vibrio cholerae	None	P13762	666	None	1988	Uzbekistan: Tashkent	Homo sapiens	Vibrio cholerae	None	feces	None	41.30515020233036 N 69.25455093383789 E	None	2016/01/14	2016/01/14	2016/01/14	Russian Research Anti-Plague Institute "Microbe"	REMOVE: Incorrect organism
877	4413737	SAMN04413737	None	None	None	Pathogen: clinical or host-associated sample from Vibrio cholerae	M299	None	Pathogen.cl.1.0	strain: M299	Vibrio cholerae	Vibrio cholerae	None	M299	666	None	1965	Turkmenistan	Homo sapiens	Vibrio cholerae	None	missing	None	38.639760329416085 N 59.32031124830246 E	None	2016/01/14	2016/01/14	2016/01/14	Russia Research Anti-Plague Institute "Microbe"	REMOVE: Incorrect organism
878	4012736	SAMN04012736	None	PRJNA293979	None	Pathogen: environmental/food/other sample from Yersinia pestis	Yp2126	None	Pathogen.env.1.0	strain: Yp2126	Yersinia pestis	Yersinia pestis	None	Yp2126	632	None	2011	USA: Arizona	None	None	None	Flea captured from prairie dog burrow showing signs of recent die-off	None	Unknown	None	2016/01/13	2016/01/13	2016/01/13	Pacific Northwest National Laboratory	KEEP
879	4012733	SAMN04012733	None	PRJNA293978	None	Pathogen: environmental/food/other sample from Yersinia pestis	Yp1945	None	Pathogen.env.1.0	strain: Yp1945	Yersinia pestis	Yersinia pestis	None	Yp1945	632	None	2009	USA: Texas	None	None	None	flea captured from prairie dog burrow showing signs of recent die-off	None	Unknown	None	2016/01/13	2016/01/13	2016/01/13	Pacific Northwest National Laboratory	KEEP
880	4011831	SAMN04011831	None	None	SRS1045217	Microbe sample from Yersinia pestis	Yp2126_P60L12	Culture	Microbe.1.0	isolate: Yp2126 Passage 60 Lineage 12	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	USA: Arizona	not applicable	None	None	not applicable	None	None	None	2016/01/09	2016/01/09	2016/01/09	Pacific Northwest National Laboratory	REMOVE: Experimental conditions
881	4011830	SAMN04011830	None	None	SRS1045211	Microbe sample from Yersinia pestis	Yp2126_P60L11	Culture	Microbe.1.0	isolate: Yp2126 Passage 60 Lineage 11	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	USA: Arizona	not applicable	None	None	not applicable	None	None	None	2016/01/09	2016/01/09	2016/01/09	Pacific Northwest National Laboratory	REMOVE: Experimental conditions
882	4011829	SAMN04011829	None	None	SRS1045212	Microbe sample from Yersinia pestis	Yp2126_P60L10	Culture	Microbe.1.0	isolate: Yp2126 Passage 60 Lineage 10	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	USA: Arizona	not applicable	None	None	not applicable	None	None	None	2016/01/09	2016/01/09	2016/01/09	Pacific Northwest National Laboratory	REMOVE: Experimental conditions
883	4011828	SAMN04011828	None	None	SRS1045214	Microbe sample from Yersinia pestis	Yp2126_P60L09	Culture	Microbe.1.0	isolate: Yp2126 Passage 60 Lineage 9	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	USA: Arizona	not applicable	None	None	not applicable	None	None	None	2016/01/09	2016/01/09	2016/01/09	Pacific Northwest National Laboratory	REMOVE: Experimental conditions
884	4011827	SAMN04011827	None	None	SRS1045208	Microbe sample from Yersinia pestis	Yp2126_P60L08	Culture	Microbe.1.0	isolate: Yp2126 Passage 60 Lineage 8	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	USA: Arizona	not applicable	None	None	not applicable	None	None	None	2016/01/09	2016/01/09	2016/01/09	Pacific Northwest National Laboratory	REMOVE: Experimental conditions
885	4011826	SAMN04011826	None	None	SRS1045209	Microbe sample from Yersinia pestis	Yp2126_P60L07	Culture	Microbe.1.0	isolate: Yp2126 Passage 60 Lineage 7	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	USA: Arizona	not applicable	None	None	not applicable	None	None	None	2016/01/09	2016/01/09	2016/01/09	Pacific Northwest National Laboratory	REMOVE: Experimental conditions
886	4011825	SAMN04011825	None	None	SRS1045210	Microbe sample from Yersinia pestis	Yp2126_P60L06	Culture	Microbe.1.0	isolate: Yp2126 Passage 60 Lineage 6	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	USA: Arizona	not applicable	None	None	not applicable	None	None	None	2016/01/09	2016/01/09	2016/01/09	Pacific Northwest National Laboratory	REMOVE: Experimental conditions
887	4011824	SAMN04011824	None	None	SRS1045203	Microbe sample from Yersinia pestis	Yp2126_P60L05	Culture	Microbe.1.0	isolate: Yp2126 Passage 60 Lineage 5	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	USA: Arizona	not applicable	None	None	not applicable	None	None	None	2016/01/09	2016/01/09	2016/01/09	Pacific Northwest National Laboratory	REMOVE: Experimental conditions
888	4011823	SAMN04011823	None	None	SRS1045205	Microbe sample from Yersinia pestis	Yp2126_P60L04	Culture	Microbe.1.0	isolate: Yp2126 Passage 60 Lineage 4	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	USA: Arizona	not applicable	None	None	not applicable	None	None	None	2016/01/09	2016/01/09	2016/01/09	Pacific Northwest National Laboratory	REMOVE: Experimental conditions
889	4011822	SAMN04011822	None	None	SRS1045206	Microbe sample from Yersinia pestis	Yp2126_P60L03	Culture	Microbe.1.0	isolate: Yp2126 Passage 60 Lineage 3	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	USA: Arizona	not applicable	None	None	not applicable	None	None	None	2016/01/09	2016/01/09	2016/01/09	Pacific Northwest National Laboratory	REMOVE: Experimental conditions
890	4011821	SAMN04011821	None	None	SRS1045207	Microbe sample from Yersinia pestis	Yp2126_P60L02	Culture	Microbe.1.0	isolate: Yp2126 Passage 60 Lineage 2	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	USA: Arizona	not applicable	None	None	not applicable	None	None	None	2016/01/09	2016/01/09	2016/01/09	Pacific Northwest National Laboratory	REMOVE: Experimental conditions
891	4011820	SAMN04011820	None	None	SRS1045200	Microbe sample from Yersinia pestis	Yp1945_P60L12	Culture	Microbe.1.0	isolate: Yp1945 Passage 60 Lineage 12	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	USA: Arizona	not applicable	None	None	not applicable	None	None	None	2016/01/09	2016/01/09	2016/01/09	Pacific Northwest National Laboratory	REMOVE: Experimental conditions
892	4011819	SAMN04011819	None	None	SRS1045201	Microbe sample from Yersinia pestis	Yp1945_P60L11	Culture	Microbe.1.0	isolate: Yp1945 Passage 60 Lineage 11	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	USA: Arizona	not applicable	None	None	not applicable	None	None	None	2016/01/09	2016/01/09	2016/01/09	Pacific Northwest National Laboratory	REMOVE: Experimental conditions
893	4011818	SAMN04011818	None	None	SRS1045221	Microbe sample from Yersinia pestis	Yp1945_P60L10	Culture	Microbe.1.0	isolate: Yp1945 Passage 60 Lineage 10	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	USA: Arizona	not applicable	None	None	not applicable	None	None	None	2016/01/09	2016/01/09	2016/01/09	Pacific Northwest National Laboratory	REMOVE: Experimental conditions
894	4011817	SAMN04011817	None	None	SRS1045222	Microbe sample from Yersinia pestis	Yp1945_P60L09	Culture	Microbe.1.0	isolate: Yp1945 Passage 60 Lineage 9	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	USA: Arizona	not applicable	None	None	not applicable	None	None	None	2016/01/09	2016/01/09	2016/01/09	Pacific Northwest National Laboratory	REMOVE: Experimental conditions
895	4011816	SAMN04011816	None	None	SRS1045218	Microbe sample from Yersinia pestis	Yp1945_P60L08	Culture	Microbe.1.0	isolate: Yp1945 Passage 60 Lineage 8	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	USA: Arizona	not applicable	None	None	not applicable	None	None	None	2016/01/09	2016/01/09	2016/01/09	Pacific Northwest National Laboratory	REMOVE: Experimental conditions
896	4011815	SAMN04011815	None	None	SRS1045219	Microbe sample from Yersinia pestis	Yp1945_P60L07	Culture	Microbe.1.0	isolate: Yp1945 Passage 60 Lineage 7	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	USA: Arizona	not applicable	None	None	not applicable	None	None	None	2016/01/09	2016/01/09	2016/01/09	Pacific Northwest National Laboratory	REMOVE: Experimental conditions
897	4011814	SAMN04011814	None	None	SRS1045220	Microbe sample from Yersinia pestis	Yp1945_P60L06	Culture	Microbe.1.0	isolate: Yp1945 Passage 60 Lineage 6	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	USA: Arizona	not applicable	None	None	not applicable	None	None	None	2016/01/09	2016/01/09	2016/01/09	Pacific Northwest National Laboratory	REMOVE: Experimental conditions
898	4011813	SAMN04011813	None	None	SRS1045215	Microbe sample from Yersinia pestis	Yp1945_P60L05	Culture	Microbe.1.0	isolate: Yp1945 Passage 60 Lineage 5	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	USA: Arizona	not applicable	None	None	not applicable	None	None	None	2016/01/09	2016/01/09	2016/01/09	Pacific Northwest National Laboratory	REMOVE: Experimental conditions
899	4011812	SAMN04011812	None	None	SRS1045216	Microbe sample from Yersinia pestis	Yp1945_P60L04	Culture	Microbe.1.0	isolate: Yp1945 Passage 60 Lineage 4	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	USA: Arizona	not applicable	None	None	not applicable	None	None	None	2016/01/09	2016/01/09	2016/01/09	Pacific Northwest National Laboratory	REMOVE: Experimental conditions
900	4011811	SAMN04011811	None	None	SRS1045213	Microbe sample from Yersinia pestis	Yp1945_P60L03	Culture	Microbe.1.0	isolate: Yp1945 Passage 60 Lineage 3	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	USA: Arizona	not applicable	None	None	not applicable	None	None	None	2016/01/09	2016/01/09	2016/01/09	Pacific Northwest National Laboratory	REMOVE: Experimental conditions
901	4011810	SAMN04011810	None	None	SRS1045202	Microbe sample from Yersinia pestis	Yp1945_P60L02	Culture	Microbe.1.0	isolate: Yp1945 Passage 60 Lineage 2	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	USA: Arizona	not applicable	None	None	not applicable	None	None	None	2016/01/09	2016/01/09	2016/01/09	Pacific Northwest National Laboratory	REMOVE: Experimental conditions
902	4011809	SAMN04011809	None	None	SRS1045240	Microbe sample from Yersinia pestis	Yp1945_P60L01	Culture	Microbe.1.0	isolate: Yp1945 Passage 60 Lineage 1	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	USA: Arizona	not applicable	None	None	not applicable	None	None	None	2016/01/09	2016/01/09	2016/01/09	Pacific Northwest National Laboratory	REMOVE: Experimental conditions
903	4376922	SAMN04376922	None	PRJNA307223	None	Pathogen: environmental/food/other sample from Yersinia pestis	M-1453	None	Pathogen.env.1.0	strain: M-1453	Yersinia pestis	Yersinia pestis	None	M-1453	632	None	1991	Kazakhstan: Guryev region, Makhambet district	Rhombomys opimus	None	None	missing	None	47.636863 N 51.70316200000002 E	None	2015/12/30	2015/12/30	2015/12/30	Russian Research Anti-Plague institute "Microbe"	KEEP
904	4376919	SAMN04376919	None	PRJNA307218	None	Pathogen: environmental/food/other sample from Yersinia pestis	173	None	Pathogen.env.1.0	strain: 173	Yersinia pestis	Yersinia pestis	None	173	632	None	1978	missing	Rhombomys opimus	None	None	missing	None	missing	None	2015/12/30	2015/12/30	2015/12/30	Russian Research Anti-Plague institute "Microbe"	KEEP
905	4376917	SAMN04376917	None	PRJNA307216	None	Pathogen: environmental/food/other sample from Yersinia pestis	M-549	None	Pathogen.env.1.0	strain: M-549	Yersinia pestis	Yersinia pestis	None	M-549	632	None	1977	Turkmenistan: Krasnovodsk Region	Rhombomys opimus	None	None	missing	None	41.679476 N 54.966508999999974 E	None	2015/12/30	2015/12/30	2015/12/30	Russian Research Anti-Plague institute "Microbe"	KEEP
906	4376048	SAMN04376048	None	PRJNA307162	None	Pathogen: environmental/food/other sample from Yersinia pestis	M-519	None	Pathogen.env.1.0	strain: M-519	Yersinia pestis	Yersinia pestis	None	M-519	632	None	1967	Turkmenistan: Kizyl-Atrek Region	Rhombomys opimus	None	None	missing	None	missing	None	2015/12/29	2015/12/30	2015/12/29	Russian Research Anti-Plague institute "Microbe"	KEEP
907	4376042	SAMN04376042	None	PRJNA307156	None	Pathogen: environmental/food/other sample from Yersinia pestis	M-1763	None	Pathogen.env.1.0	strain: M-1763	Yersinia pestis	Yersinia pestis	None	M-1763	632	None	2002	Russia: Astrakhan region, Krasnoyarsk District	Nosopsyllus laeviceps	None	None	missing	None	missing	None	2015/12/29	2015/12/30	2015/12/29	Russian Research Anti-Plague institute "Microbe"	KEEP
908	4364500	SAMN04364500	None	PRJNA306824	None	Pathogen: environmental/food/other sample from Yersinia pestis	KM-816	None	Pathogen.env.1.0	strain: KM-816	Yersinia pestis	Yersinia pestis	None	KM-816	632	None	1990	Turkmenistan: Balkany	Rhombomys opimus	None	None	missing	None	41.000137 N 55.666886999999974 E	None	2015/12/23	2015/12/23	2015/12/23	Russian Research Anti-Plague institute "Microbe"	KEEP
909	4364306	SAMN04364306	None	PRJNA306809	None	Pathogen: environmental/food/other sample from Yersinia pestis	M-978	None	Pathogen.env.1.0	strain: M-978	Yersinia pestis	Yersinia pestis	None	M-978	632	None	1990	Russia: Republic of Kalmykia, Ketchenerovsky District	Spermophilus pygmaeus	None	None	missing	None	47.10023 N 45.707251999999926 E	None	2015/12/23	2015/12/23	2015/12/23	Russian Research Anti-Plague institute "Microbe"	KEEP
910	4364301	SAMN04364301	None	PRJNA306803	None	Pathogen: environmental/food/other sample from Yersinia pestis	1116-D	None	Pathogen.env.1.0	strain: 1116-D	Yersinia pestis	Yersinia pestis	None	1116-D	632	None	1971	Russia: Republic Ingushetia, Malgobek district	Spermophilus pygmaeus	None	None	missing	None	43.405649 N 44.68555500000002 E	None	2015/12/23	2015/12/23	2015/12/23	Russian Research Anti-Plague institute "Microbe"	KEEP
911	4357319	SAMN04357319	None	PRJNA306613	None	Pathogen: environmental/food/other sample from Yersinia pestis	I1996	None	Pathogen.env.1.0	strain: I1996	Yersinia pestis	Yersinia pestis	None	I1996	632	None	1980	Russia: Zabaicalskiy krai	None	None	None	Spermophilus dauricus	None	50.609718 N 115.708895 E	None	2015/12/21	2015/12/21	2015/12/21	Russian Research Anti-Plague institute "Microbe"	KEEP
912	4337145	SAMN04337145	None	PRJNA305990	None	Pathogen: environmental/food/other sample from Yersinia pestis	A-1815	None	Pathogen.env.1.0	strain: A-1815	Yersinia pestis	Yersinia pestis	None	A-1815	632	None	1980	Kyrgyzstan: Talas district	Callopsylla caspia	None	None	Missing	None	42.469232 N 72.24286600000005 E	None	2015/12/15	2015/12/18	2015/12/15	Russian Research Anti-Plague Institute Microbe	KEEP
913	4336076	SAMN04336076	None	PRJNA305970	None	Pathogen: environmental/food/other sample from Yersinia pestis	C741	None	Pathogen.env.1.0	strain: C741	Yersinia pestis	Yersinia pestis	None	C741	632	None	1999	Russia: Dagestan, Kulinsky district	Megabothris turbidus	None	None	Missing	None	41.942454 N 47.309124 E	None	2015/12/15	2015/12/18	2015/12/15	Russian Research Anti-Plague Institute Microbe	KEEP
914	4329024	SAMN04329024	None	PRJNA305573	None	Pathogen: environmental/food/other sample from Yersinia pestis	M-1864	None	Pathogen.env.1.0	strain: M-1864	Yersinia pestis	Yersinia pestis	None	M-1864	632	None	2009	Russia: Kalmykia, Lagansky District	Meriones meridianus	None	None	missing	None	45.217463 N 47.06267700000001 E	None	2015/12/10	2015/12/10	2015/12/10	Russian Research Anti-Plague Institute Microbe	KEEP
915	4192112	SAMN04192112	None	None	None	MIGS Eukaryotic sample from Candida sojae	CS001	None	MIGS.eu.host-associated.5.0	strain: GF41	Candida sojae	Candida sojae	None	GF41	52253	None	Jan-2014	Brazil: Alagoas	Diatraea saccharalis	None	None	None	None	9.968850608546097 S 37.26560899999993 W	None	2015/10/23	2015/11/12	2015/10/23	University of Campinas	REMOVE: Incorrect organism
916	3860331	SAMN03860331	None	None	None	Brucella melitensis bv.3 str. C-573	Brucella melitensis bv.3 str. C-573	None	Pathogen.cl.1.0	strain: C-573	Brucella melitensis	Brucella melitensis	None	C-573	29459	None	2014	Russia: Stavropol region	Homo sapiens	brucelliosis	None	blood	None	44.82 N 44.66 E	None	2015/07/15	2015/10/06	2015/07/15	Stavropol Plague Control Reseach Institute	REMOVE: Incorrect organism
917	3860330	SAMN03860330	None	None	None	Brucella melitensis bv.1 str. C-572	Brucella melitensis bv.1 str. C-572	None	Pathogen.cl.1.0	strain: C-572	Brucella melitensis	Brucella melitensis	None	C-572	29459	None	2014	Russia: Stavropol region	Homo sapiens	brucelliosis	None	blood	None	44.43 N 42.10 E	None	2015/07/15	2015/10/06	2015/07/15	Stavropol Plague Control Reseach Institute	REMOVE: Incorrect organism
918	3860321	SAMN03860321	None	None	None	Brucella melitensis bv. 1 str. C-569	Brucella melitensis bv. 1 str. C-569	None	Pathogen.cl.1.0	strain: C-569	Brucella melitensis	Brucella melitensis	None	C-569	29459	None	2014	Russia: The Republic of Kalmykia	Homo sapiens	brucelliosis	None	blood	None	45.62 N 46.02 E	None	2015/07/15	2015/10/06	2015/07/15	Stavropol Plague Control Reseach Institute	REMOVE: Incorrect organism
919	4023227	SAMN04023227	None	None	None	Vibrio cholerae O1 biovar El Tor str. 31	SWN	None	Pathogen.cl.1.0	strain: 31	Vibrio cholerae O1 biovar El Tor	Vibrio cholerae O1 biovar El Tor	None	31	686	None	2011	Ukraine: Mariupol	Homo sapiens	Cholera	None	missing	None	47.13 N 37.56 E	None	2015/09/01	2015/09/14	2015/09/01	Stavropol Plague Control Reseach Institute	REMOVE: Incorrect organism
920	4023226	SAMN04023226	None	None	None	Vibrio cholerae O1 biovar El Tor str. 43	KDA	None	Pathogen.cl.1.0	strain: 43	Vibrio cholerae O1 biovar El Tor	Vibrio cholerae O1 biovar El Tor	None	43	686	None	1994	Ukraine: Mariupol	Homo sapiens	Cholera	None	missing	None	47.13 N 37.56 E	None	2015/09/01	2015/09/14	2015/09/01	Stavropol Plague Control Reseach Institute	REMOVE: Incorrect organism
921	4023225	SAMN04023225	None	None	None	Vibrio cholerae O1 biovar El Tor str. 56	DIG	None	Pathogen.env.1.0	strain: 56	Vibrio cholerae O1 biovar El Tor	Vibrio cholerae O1 biovar El Tor	None	56	686	None	1994	Ukraine: Mariupol	None	None	None	The waste water of the city hospital number 4	None	47.13 N 37.56 E	None	2015/09/01	2015/09/14	2015/09/01	Stavropol Plague Control Reseach Institute	REMOVE: Incorrect organism
