id	BioSample_id	BioSampleAccession	BioSampleAccessionSecondary	BioSampleBioProjectAccession	BioSampleSRAAccession	BioSampleTitle	BioSampleName	BioSampleType	BioSamplePackage	BioSampleInfraspecies	BioSampleOrganism	BioSampleOrganismAlt	BioSampleSubSpecies	BioSampleStrain	BioSampleTaxonomyID	BioSampleBiovar	BioSampleSerovar	BioSampleCollectionDate	BioSampleGeographicLocation	BioSampleHost	BioSampleHostDisease	BioSampleHostHealthState	BioSampleIsolateNameAlias	BioSampleIsolationSource	BioSampleLat	BioSampleLatLon	BioSampleLon	BioSampleSubmissionDate	BioSampleModificationDate	BioSamplePublicationDate	BioSampleOrganization	BioSampleComment
1029	5219223	SAMN05219223				Pathogen: environmental/food/other sample from Yersinia pestis	349		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		349	632			2015-06-08	Russia: Republic of Altai, Kosh-Agach District	Oropsylla silantiewi				missing		missing		2016-06-09T04:45:08.330	2016-09-01T00:52:14.760	2016-09-01T00:52:14.760	Russian Research Anti-Plague institute "Microbe"	KEEP: Assembly
1030	5219221	SAMN05219221				Pathogen: environmental/food/other sample from Yersinia pestis	337		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		337	632			2015-06-08	Russia: Republic of Altai, Kosh-Agach District					missing		missing		2016-06-09T04:45:06.643	2016-09-01T00:52:14.713	2016-09-01T00:52:14.713	Russian Research Anti-Plague institute "Microbe"	KEEP: Assembly
1031	5219204	SAMN05219204				Pathogen: environmental/food/other sample from Yersinia pestis	338		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		338	632			2015-06-12	Russia: Republic of Altai, Kosh-Agach District					missing		missing		2016-06-09T03:45:02.133	2016-09-01T00:52:14.520	2016-09-01T00:52:14.520	Russian Research Anti-Plague institute "Microbe"	KEEP: Assembly
1032	5162893	SAMN05162893				Pathogen: environmental/food/other sample from Yersinia pestis	1906		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		1906	632			2014-04-12	Russia: Republic of Kalmykiya, Laganskiy district	Meriones meridianus				Missing		44.936386 N 46.93005700000003 E		2016-05-23T07:11:04.660	2016-09-01T00:52:13.040	2016-09-01T00:52:13.040	Russian Research Anti-Plague Institute 'Microbe'	KEEP: Assembly
1033	5162891	SAMN05162891				Pathogen: environmental/food/other sample from Yersinia pestis	A-1836		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		A-1836	632			1983-03-20	Kyrgyzstan: Issyk-Kul'skaya region	Marmota baibacina				Missing		Missing		2016-05-23T06:49:02.450	2016-09-01T00:52:12.877	2016-09-01T00:52:12.877	Russian Research Anti-Plague Institute 'Microbe'	KEEP: Assembly
1034	5162583	SAMN05162583				Pathogen: environmental/food/other sample from Yersinia pestis	M-1944		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		M-1944	632			2012-08-21	Russia: Republic of Tyva, Mongun-Tayginskiy district	Marmota sibirica				Missing		Missing		2016-05-23T04:26:03.270	2016-09-01T00:52:12.833	2016-09-01T00:52:12.833	Russian Research Anti-Plague Institute 'Microbe'	KEEP: Assembly
1035	5162581	SAMN05162581				Pathogen: clinical or host-associated sample from Yersinia pestis	835		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		835	632			1958-11-23	Armenia: Lariyskaya region	Homo sapiens	Bubonic plague			Missing		Missing		2016-05-23T04:03:02.447	2016-09-01T00:52:12.787	2016-09-01T00:52:12.787	Russian Research Anti-Plague Institute 'Microbe'	KEEP: Assembly
1036	5162580	SAMN05162580				Pathogen: environmental/food/other sample from Yersinia pestis	1530		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		1530	632			2014-09-18	Russia: Republic of Altai, Kosh-Agach District					Missing		49.995021 N 88.54540999999995 E		2016-05-23T03:28:04.443	2016-09-01T00:52:12.730	2016-09-01T00:52:12.730	Russian Research Anti-Plague Institute 'Microbe'	KEEP: Assembly
1037	5162559	SAMN05162559				Pathogen: environmental/food/other sample from Yersinia pestis	595		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		595	632			2014-03-20	Russia: Astrakhan Region, Limanskiy District	Mus musculus				Missing		Missing		2016-05-23T03:02:02.137	2016-09-01T00:52:12.617	2016-09-01T00:52:12.617	Russian Research Anti-Plague Institute 'Microbe'	KEEP: Assembly
1038	5150105	SAMN05150105				Pathogen: environmental/food/other sample from Yersinia pestis	1313		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		1313	632			2014-09-20	Russia: Republic of Altai	Paradoxopsyllus scorodumovi				Missing		Missing		2016-05-20T08:16:03.277	2016-09-01T00:52:12.537	2016-09-01T00:52:12.537	Russian Research Anti-Plague Institute 'Microbe'	KEEP: Assembly
1039	5150068	SAMN05150068				Pathogen: environmental/food/other sample from Yersinia pestis	I-2998		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		I-2998	632			1982-08-27	Russia: Republic of Altai, Kosh-Agach District	Ochotona pallasi				Missing		Missing		2016-05-20T07:43:03.030	2016-09-01T00:52:12.483	2016-09-01T00:52:12.483	Russian Research Anti-Plague Institute 'Microbe'	KEEP: Assembly
1040	5150065	SAMN05150065				Pathogen: environmental/food/other sample from Yersinia pestis	A-1691		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		A-1691	632			1971-07-20	Kyrgyzstan					Missing		Missing		2016-05-20T07:19:03.117	2016-09-01T00:52:12.403	2016-09-01T00:52:12.403	Russian Research Anti-Plague Institute 'Microbe'	KEEP: Assembly
1041	5149973	SAMN05149973				Pathogen: environmental/food/other sample from Yersinia pestis	A-1486		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		A-1486	632			1966-11-25	Kyrgyzstan: Oshskaya Region, Alayskiy District	Marmota caudata				Missing		Missing		2016-05-20T04:28:04.680	2016-09-01T00:52:12.350	2016-09-01T00:52:12.350	Russian Research Anti-Plague Institute 'Microbe'	KEEP: Assembly
1042	5149970	SAMN05149970				Pathogen: clinical or host-associated sample from Yersinia pestis	M-986		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		M-986	632			1975-07-15	Armenia: Syunikskaya Region	Homo sapiens	Bubonic plague			Missing		Missing		2016-05-20T04:02:03.077	2016-09-01T00:52:12.310	2016-09-01T00:52:12.310	Russian Research Anti-Plague Institute 'Microbe'	KEEP: Assembly
1043	5149969	SAMN05149969				Pathogen: environmental/food/other sample from Yersinia pestis	A-1249		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		A-1249	632			1970-04-18	Tajikistan: Sogdiyskaya Region	Neodon juldaschi carruthersi				Missing		Missing		2016-05-20T03:29:02.553	2016-09-01T00:52:12.173	2016-09-01T00:52:12.173	Russian Research Anti-Plague Institute 'Microbe'	KEEP: Assembly
1044	5017795	SAMN05017795				Pathogen: clinical or host-associated sample from Yersinia pestis	517		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		517	632			2014-09-21	Russia: Republic of Altai, Mukhor-Tarkhata village	Homo sapiens	Bubonic plague			Missing		49.989414 N 88.53896800000007 E		2016-05-19T09:35:04.427	2016-09-01T00:52:12.090	2016-09-01T00:52:12.090	Russian Research Anti-Plague Institute 'Microbe'	KEEP: Assembly
1045	5017696	SAMN05017696				Pathogen: environmental/food/other sample from Yersinia pestis	A-1809		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		A-1809	632			1980-08-28	Kyrgyzstan: Range of Tien Shan Mountain System, Karagaily Area	Pectinoctenus nemorosus				Missing		Missing		2016-05-19T07:43:19.240	2016-09-01T00:52:12.040	2016-09-01T00:52:12.040	Russian Research Anti-Plague Institute 'Microbe'	KEEP: Assembly
1046	5017693	SAMN05017693				Pathogen: environmental/food/other sample from Yersinia pestis	M-1524		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		M-1524	632			1993-05-09	Kazakhstan: Chimkent Region, Suzak District, Zhuantobe Townsite	Rhombomys opimus				Missing		44.904700 N 68.635977 E		2016-05-19T07:02:05.557	2016-09-01T00:52:11.983	2016-09-01T00:52:11.983	Russian Research Anti-Plague Institute 'Microbe'	KEEP: Assembly
1047	5017652	SAMN05017652				Pathogen: environmental/food/other sample from Yersinia pestis	A-1920		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		A-1920	632			1988-07-08	Kazakhstan: Almaty Region, Balkhash District, Bakanas Townsite	Rhombomys opimus				Missing		45.668325 N 77.29933600000004 E		2016-05-19T04:20:06.180	2016-09-01T00:52:11.933	2016-09-01T00:52:11.933	Russian Research Anti-Plague Institute 'Microbe'	KEEP: Assembly
1048	5017610	SAMN05017610				Pathogen: environmental/food/other sample from Yersinia pestis	A-1825		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		A-1825	632			1983-03-16	Uzbekistan	Rhombomys opimus				Missing		Missing		2016-05-19T03:30:02.637	2016-09-01T00:52:11.810	2016-09-01T00:52:11.810	Russian Research Anti-Plague Institute 'Microbe'	KEEP: Assembly
1049	5017606	SAMN05017606				Pathogen: environmental/food/other sample from Yersinia pestis	2751-55		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		2751-55	632			2012-09-23	Russia: Republic of Altai, Kosh-Agach District, Tashanta Village	Ochotona pallasi				Missing		Missing		2016-05-19T03:08:02.537	2016-09-01T00:52:11.673	2016-09-01T00:52:11.673	Russian Research Anti-Plague Institute 'Microbe'	KEEP: Assembly
1050	5712322	SAMN05712322		PRJNA340278	SRS1650455	Spleen from prarie dog number 23	Yp2040		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis			632			not applicable	not applicable	Cynomys	plague			spleen		not applicable		2016-08-26T19:34:52.010	2016-08-29T09:17:24.997	2016-08-26T19:34:46.977	Northern Arizona University	REMOVE: Lab manipulation
1051	5712321	SAMN05712321		PRJNA340278	SRS1650451	Spleen from prarie dog number 22	Yp2017		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis			632			not applicable	not applicable	Cynomys	plague			spleen		not applicable		2016-08-26T19:34:51.960	2016-08-29T09:17:23.893	2016-08-26T19:34:46.977	Northern Arizona University	REMOVE: Lab manipulation
1052	5712320	SAMN05712320		PRJNA340278	SRS1650450	Spleen from prarie dog number 21	Yp2007		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis			632			not applicable	not applicable	Cynomys	plague			spleen		not applicable		2016-08-26T19:34:51.907	2016-08-29T09:17:23.603	2016-08-26T19:34:46.977	Northern Arizona University	REMOVE: Lab manipulation
1053	5712319	SAMN05712319		PRJNA340278	SRS1650449	Spleen from prarie dog number 20	Yp2020		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis			632			not applicable	not applicable	Cynomys	plague			spleen		not applicable		2016-08-26T19:34:51.840	2016-08-29T09:17:23.347	2016-08-26T19:34:46.977	Northern Arizona University	REMOVE: Lab manipulation
1054	5712318	SAMN05712318		PRJNA340278	SRS1650446	Spleen from prarie dog number 19	Yp2045		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis			632			not applicable	not applicable	Cynomys	plague			spleen		not applicable		2016-08-26T19:34:51.783	2016-08-29T09:17:22.447	2016-08-26T19:34:46.977	Northern Arizona University	REMOVE: Lab manipulation
1055	5712317	SAMN05712317		PRJNA340278	SRS1650448	Spleen from prarie dog number 18	Yp2005		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis			632			not applicable	not applicable	Cynomys	plague			spleen		not applicable		2016-08-26T19:34:51.737	2016-08-29T09:17:23.080	2016-08-26T19:34:46.977	Northern Arizona University	REMOVE: Lab manipulation
1056	5712316	SAMN05712316		PRJNA340278	SRS1650445	Spleen from prarie dog number 17	Yp2009		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis			632			not applicable	not applicable	Cynomys	plague			spleen		not applicable		2016-08-26T19:34:51.683	2016-08-29T09:17:22.120	2016-08-26T19:34:46.977	Northern Arizona University	REMOVE: Lab manipulation
1057	5712315	SAMN05712315		PRJNA340278	SRS1650444	Spleen from prarie dog number 16	Yp2035		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis			632			not applicable	not applicable	Cynomys	plague			spleen		not applicable		2016-08-26T19:34:51.627	2016-08-29T09:17:21.850	2016-08-26T19:34:46.977	Northern Arizona University	REMOVE: Lab manipulation
1058	5712314	SAMN05712314		PRJNA340278	SRS1650442	Spleen from prarie dog number 15	Yp2015		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis			632			not applicable	not applicable	Cynomys	plague			spleen		not applicable		2016-08-26T19:34:51.570	2016-08-29T09:17:21.303	2016-08-26T19:34:46.977	Northern Arizona University	REMOVE: Lab manipulation
1059	5712313	SAMN05712313		PRJNA340278	SRS1650443	Spleen from prarie dog number 14	Yp2037		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis			632			not applicable	not applicable	Cynomys	plague			spleen		not applicable		2016-08-26T19:34:51.517	2016-08-29T09:17:21.580	2016-08-26T19:34:46.977	Northern Arizona University	REMOVE: Lab manipulation
1060	5712312	SAMN05712312		PRJNA340278	SRS1650440	Spleen from prarie dog number 13	Yp2034		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis			632			not applicable	not applicable	Cynomys	plague			spleen		not applicable		2016-08-26T19:34:51.457	2016-08-29T09:17:20.607	2016-08-26T19:34:46.977	Northern Arizona University	REMOVE: Lab manipulation
1061	5712311	SAMN05712311		PRJNA340278	SRS1650441	Spleen from prarie dog number 12	Yp2025		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis			632			not applicable	not applicable	Cynomys	plague			spleen		not applicable		2016-08-26T19:34:51.407	2016-08-29T09:17:21.000	2016-08-26T19:34:46.977	Northern Arizona University	REMOVE: Lab manipulation
1062	5712310	SAMN05712310		PRJNA340278	SRS1650439	Spleen from prarie dog number 11	Yp2049		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis			632			not applicable	not applicable	Cynomys	plague			spleen		not applicable		2016-08-26T19:34:51.307	2016-08-29T09:17:20.300	2016-08-26T19:34:46.977	Northern Arizona University	REMOVE: Lab manipulation
1063	5712309	SAMN05712309		PRJNA340278	SRS1650438	Spleen from prarie dog number 10	Yp2031		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis			632			not applicable	not applicable	Cynomys	plague			spleen		not applicable		2016-08-26T19:34:51.260	2016-08-29T09:17:20.020	2016-08-26T19:34:46.977	Northern Arizona University	REMOVE: Lab manipulation
1064	5712308	SAMN05712308		PRJNA340278	SRS1650459	Spleen from prarie dog number 9	Yp2043		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis			632			not applicable	not applicable	Cynomys	plague			spleen		not applicable		2016-08-26T19:34:51.200	2016-08-29T09:17:26.540	2016-08-26T19:34:46.977	Northern Arizona University	REMOVE: Lab manipulation
1065	5712307	SAMN05712307		PRJNA340278	SRS1650460	Spleen from prarie dog number 8	Yp2023		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis			632			not applicable	not applicable	Cynomys	plague			spleen		not applicable		2016-08-26T19:34:51.150	2016-08-29T09:17:26.957	2016-08-26T19:34:46.977	Northern Arizona University	REMOVE: Lab manipulation
1066	5712306	SAMN05712306		PRJNA340278	SRS1650457	Spleen from prarie dog number 7	Yp2019		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis			632			not applicable	not applicable	Cynomys	plague			spleen		not applicable		2016-08-26T19:34:51.103	2016-08-29T09:17:25.680	2016-08-26T19:34:46.977	Northern Arizona University	REMOVE: Lab manipulation
1067	5712305	SAMN05712305		PRJNA340278	SRS1650456	Spleen from prarie dog number 6	Yp2030		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis			632			not applicable	not applicable	Cynomys	plague			spleen		not applicable		2016-08-26T19:34:51.050	2016-08-29T09:17:25.340	2016-08-26T19:34:46.977	Northern Arizona University	REMOVE: Lab manipulation
1068	5712304	SAMN05712304		PRJNA340278	SRS1650453	Spleen from prarie dog number 5	Yp2047		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis			632			not applicable	not applicable	Cynomys	plague			spleen		not applicable		2016-08-26T19:34:50.990	2016-08-29T09:17:24.440	2016-08-26T19:34:46.977	Northern Arizona University	REMOVE: Lab manipulation
1069	5712303	SAMN05712303		PRJNA340278	SRS1650454	Spleen from prarie dog number 4	Yp2022		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis			632			not applicable	not applicable	Cynomys	plague			spleen		not applicable		2016-08-26T19:34:50.940	2016-08-29T09:17:24.697	2016-08-26T19:34:46.977	Northern Arizona University	REMOVE: Lab manipulation
1070	5712302	SAMN05712302		PRJNA340278	SRS1650452	Spleen from prarie dog number 3	Yp2011		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis			632			not applicable	not applicable	Cynomys	plague			spleen		not applicable		2016-08-26T19:34:50.893	2016-08-29T09:17:24.173	2016-08-26T19:34:46.977	Northern Arizona University	REMOVE: Lab manipulation
1071	5712301	SAMN05712301		PRJNA340278	SRS1650447	Spleen from prarie dog number 2	Yp2039		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis			632			not applicable	not applicable	Cynomys	plague			spleen		not applicable		2016-08-26T19:34:50.827	2016-08-29T09:17:22.770	2016-08-26T19:34:46.977	Northern Arizona University	REMOVE: Lab manipulation
1072	5712300	SAMN05712300		PRJNA340278	SRS1650437	Spleen from prarie dog number 1	Yp2013		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis			632			not applicable	not applicable	Cynomys	plague			spleen		not applicable		2016-08-26T19:34:50.713	2016-08-29T09:17:19.703	2016-08-26T19:34:46.977	Northern Arizona University	REMOVE: Lab manipulation
1073	5712299	SAMN05712299		PRJNA340278	SRS1650436	Colorado 92 parent strain	Yp1980		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis			632			1992	USA: Colorado	Homo sapiens	plague			unknown		39.33 N 105.46 W		2016-08-26T19:34:50.500	2016-08-29T09:17:19.327	2016-08-26T19:34:46.977	Northern Arizona University	KEEP: Undetermined Modern
1074	5282282	SAMN05282282				Pathogen: clinical or host-associated sample from Yersinia pestis YERS112	YERS112		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Cadman	632			06-Jun-2016	USA: Gallup, NM	Homo sapiens	Plague			unknown		missing		2016-06-22T12:21:02.457	2016-07-25T10:58:15.080	2016-07-25T10:58:15.080	USAMRIID	KEEP: Undetermined
1075	5162506	SAMN05162506			SRS1539748	Metagenome or environmental sample from coral metagenome	Lesion.fastq		Metagenome.environmental.1.0		coral metagenome	coral metagenome			496922			Feb-2013	USA: Florida	Diploria labyrinthiformis						24.9 N 80.5 W		2016-05-22T16:51:04.700	2016-07-04T15:56:15.217	2016-05-22T16:51:02.840	Georgia Institute of Technology	REMOVE: Not Yersinia pestis
1076	5162505	SAMN05162505			SRS1539749	Metagenome or environmental sample from gall crab metagenome	Crab.fastq		Metagenome.environmental.1.0		crab metagenome	crab metagenome			1660082			Feb-2013	USA: Florida	Chyroptochiridae						24.9 N 80.5 W		2016-05-22T16:49:04.207	2016-07-04T15:56:15.677	2016-05-22T16:49:02.337	Georgia Institute of Technology	REMOVE: Not Yersinia pestis
1077	5017702	SAMN05017702				Pathogen: environmental/food/other sample from Yersinia pestis	M-1773		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		M-1773	632			2002-05-17	Russia: Astrakhan Region, Krasnoyarsk District	Meriones meridianus				Missing		46.585543 N 48.44837899999993 E		2016-05-19T08:19:04.377	2016-05-19T14:22:43.047	2016-05-19T08:19:02.440	Russian Research Anti-Plague Institute 'Microbe'	KEEP: Undetermined
1078	4032844	SAMN04032844			SRS1063801	Microbe sample from Yersinia pestis CO92	EHC	Microbial isolate	Microbe.1.0		Yersinia pestis CO92	Yersinia pestis CO92		CO92	214092			1992	USA: Colorado					Human Clinical Sample (fatal pneumonic plague)				2015-09-04T12:32:05.093	2016-04-09T06:44:40.723	2016-04-09T06:44:40.723	Los Alamos National Laboratory	KEEP: Undetermined
1079	3256395	SAMN03256395		PRJNA240084	SRS1338873	Microbe sample Yersinia pestis Nairobi	YAP	Microbial isolate culture	Microbe.1.0		Yersinia pestis	Yersinia pestis		Nairobi	632	A		1985	Kenya: Nairobi					Wild rat				2014-12-09T12:55:34.657	2016-03-15T09:53:22.140	2015-02-11T06:56:24.723	Los Alamos National Laboratory	KEEP: Undetermined
1080	3202985	SAMN03202985		PRJNA240082	SRS1338960	Microbe sample Yersinia pestis Pestoides G	YAN	Microbial Isolate Culture	Microbe.1.0		Yersinia pestis	Yersinia pestis Pestoides G		Pestoides G	649716			Unknown	USSR					Unknown				2014-11-20T12:16:34.010	2016-03-15T10:12:14.520	2015-02-11T06:56:24.997	Los Alamos National Laboratory	KEEP: Undetermined
1081	3418619	SAMN03418619		PRJNA257008	SRS880800	Yersinia pestis Str. NR-20	YPES002		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		125 B plague Bombay	632		Missing	Missing	India: Mumbai	Missing	Plague			Missing		Missing		2015-03-16T17:15:16.740	2016-03-07T08:30:53.323	2015-03-16T17:15:16.740	MRIGlobal	KEEP: Undetermined
1082	4331740	SAMN04331740				Pathogen: environmental/food/other sample from Yersinia pestis	KM918		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		KM918	632			1989	Russia: Kabardino-Balkaria, Gizhgit Natural Boundary	Ctenophthalmus orientalis				missing		43.47001 N 42.992790000000014 E		2015-12-11T08:16:04.530	2016-02-11T11:56:41.927	2015-12-11T08:16:02.623	Russian Research Anti-Plague Institute 'Microbe'	KEEP: Undetermined
