BioSampleAccession	AssemblyFTPGenbank	SRARunAccession	BioSampleStrain	BioSampleCollectionDate	BioSampleHost	BioSampleGeographicLocation	BioSampleBiovar	PubmedArticleTitle	PubmedAuthorsLastName	AssemblyContigCount	AssemblyTotalLength	NucleotideGenes	NucleotideGenesTotal	NucleotidePseudoGenes	NucleotidePseudoGenesTotal	NucleotiderRNAs	AssemblySubmissionDate	SRARunPublishDate	BioSampleComment
SAMN02403001	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/345/GCA_000323345.1_ASM32334v1	?	351001	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1332	4433848	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02403000	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/325/GCA_000323325.1_ASM32332v1	?	34202	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1237	4504947	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02402999	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/305/GCA_000323305.1_ASM32330v1	?	34008	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1074	4375742	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02402998	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/285/GCA_000323285.1_ASM32328v1	?	30017	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	747	4591472	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02402997	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/245/GCA_000323245.1_ASM32324v1	?	2654	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	2718	4352602	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02402996	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/225/GCA_000323225.1_ASM32322v1	?	2506	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	820	4488493	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02402995	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/205/GCA_000323205.1_ASM32320v1	?	2504	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	975	4475655	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02402994	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/320/465/GCA_000320465.1_ASM32046v1	?	2330	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	798	4427639	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02402993	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/320/445/GCA_000320445.1_ASM32044v1	?	2	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1057	4453910	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02402992	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/185/GCA_000323185.1_ASM32318v1	?	164	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1053	4444813	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02402991	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/320/425/GCA_000320425.1_ASM32042v1	?	12	?	?	?	?	Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1092	4368767	?	?	?	?	?	2012/12/07 00:00	?	?
SAMN02402990	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/275/685/GCA_000275685.1_ASM27568v1	?	2501	?	Rhombomys opimus	"China: Junggar Basin, Xinjiang"	?	Draft genome sequence of Yersinia pestis strain 2501, an isolate from the great gerbil plague focus in Xinjiang, China.	Sun;Yang;Yuan;Dai;Yan;Cao;Luo;Guo;Wang;Song;Yang;Zhang;Cui	201	4597322	?	?	?	?	?	2012/07/09 00:00	?	?
SAMN01902219	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/382/505/GCA_000382505.1_Yersinia_pestis_G1670E_assembly	SRR653848	G1670E	?	?	?	?	A strain of Yersinia pestis with a mutator phenotype from the Republic of Georgia.	Rajanna;Ouellette;Rashid;Zemla;Karavis;Zhou;Revazishvili;Redmond;McNew;Bakanidze;Imnadze;Rivers;Skowronski;O'Connell;Sulakvelidze;Gibbons	214	4532024	?	?	?	?	?	2013/04/25 00:00	2013-04-24 00:00:00	?
SAMN02141505	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/269/485/GCA_000269485.1_ASM26948v1	?	PY-103	2010	southern opossum	"Peru:Ascope, Chicama, La Libertad, AA.HH."	?	?	?	933	4591865	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141504	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/269/225/GCA_000269225.1_ASM26922v1	?	PY-102	2010	southern opossum	"Peru:Ascope, Chicama, Sausal"	?	?	?	537	4672350	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141502	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/269/205/GCA_000269205.1_ASM26920v1	?	PY-100	2010	Norway rat	"Peru:Ascope, Chicama, La Libertad, AA.HH."	?	?	?	491	4631765	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141501	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/269/185/GCA_000269185.1_ASM26918v1	?	PY-99	2010	Norway rat	"Peru:Ascope, Chicama, La Libertad, AA.HH."	?	?	?	519	4662275	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141499	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/269/145/GCA_000269145.1_ASM26914v1	?	PY-96	2010	dog	"Peru:Ascope, Chicama, Sausal"	?	?	?	580	4706123	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141498	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/269/445/GCA_000269445.1_ASM26944v1	?	PY-95	2010	black rat	Peru:Chota	?	?	?	456	4687267	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141497	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/269/425/GCA_000269425.1_ASM26942v1	?	PY-94	2010	black rat	Peru:Chota	?	?	?	585	4644905	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141496	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/269/125/GCA_000269125.1_ASM26912v1	?	PY-93	2010	black rat	Peru:Chota	?	?	?	487	4770670	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141495	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/269/105/GCA_000269105.1_ASM26910v1	?	PY-92	2010	black rat	Peru:Chota	?	?	?	545	4762725	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141494	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/269/085/GCA_000269085.1_ASM26908v1	?	PY-91	2010	black rat	Peru:Chota	?	?	?	543	4675127	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141493	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/269/065/GCA_000269065.1_ASM26906v1	?	PY-90	2010	Norway rat	"Peru:Pacasmayo, Guadalupe, Mariscal Castilla"	?	?	?	512	4675930	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141492	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/269/045/GCA_000269045.1_ASM26904v1	?	PY-89	2010	Norway rat	"Peru:Pacasmayo, Guadalupe, Mariscal Castilla"	?	?	?	703	4677447	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141491	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/269/405/GCA_000269405.1_ASM26940v1	?	PY-88	2010	black rat	"Peru:Pacasmayo, Guadalupe, Mariscal Castilla"	?	?	?	682	4634520	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141490	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/269/025/GCA_000269025.1_ASM26902v1	?	PY-76	2010	cotton rat	"Peru:Ascope, Chicama, La Libertad, AA.HH."	?	?	?	462	4498987	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141489	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/269/005/GCA_000269005.1_ASM26900v1	?	PY-72	2010	black rat	"Peru:Ascope, Chicama, La Libertad, AA.HH."	?	?	?	544	4471609	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141488	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/268/985/GCA_000268985.1_ASM26898v1	?	PY-71	2010	black rat	"Peru:Ascope, Chicama, La Libertad, AA.HH."	?	?	?	477	4498491	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141487	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/269/385/GCA_000269385.1_ASM26938v1	?	PY-66	2010	Norway rat	"Peru:Trujillo, Salaverry, ENAPU"	?	?	?	1315	4573944	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141486	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/268/965/GCA_000268965.1_ASM26896v1	?	PY-65	2010	Norway rat	"Peru:Trujillo, Salaverry, ENAPU"	?	?	?	498	4641789	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141485	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/268/945/GCA_000268945.1_ASM26894v1	?	PY-64	2010	Norway rat	"Peru:Trujillo, Salaverry, ENAPU"	?	?	?	974	4682001	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141484	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/268/925/GCA_000268925.1_ASM26892v1	?	PY-63	2010	Norway rat	"Peru:Trujillo, Salaverry, ENAPU"	?	?	?	524	4680474	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141483	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/269/365/GCA_000269365.1_ASM26936v1	?	PY-61	2010	Norway rat	"Peru:Trujillo, El Milagro, Sector 9"	?	?	?	510	4735275	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141482	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/268/905/GCA_000268905.1_ASM26890v1	?	PY-60	2010	Norway rat	"Peru:Trujillo, El Milagro, Sector 9"	?	?	?	521	4648076	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141481	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/268/885/GCA_000268885.1_ASM26888v1	?	PY-59	2010	black rat	Peru:Ascope	?	?	?	602	4676686	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141480	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/268/865/GCA_000268865.2_ASM26886v2;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/268/865/GCA_000268865.1_ASM26886v1	?	PY-58	2010	Norway rat	"Peru:Ascope, Chicama, La Libertad, AA.HH."	?	?	?	832;834	4602734;4603325	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141479	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/268/845/GCA_000268845.1_ASM26884v1	?	PY-56	2010	dog	"Peru:Ascope, Chicama, La Libertad, AA.HH."	?	?	?	616	4650569	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141478	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/268/825/GCA_000268825.1_ASM26882v1	?	PY-55	2010	dog	"Peru:Ascope, Chicama, Sector Peaje"	?	?	?	471	4753010	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141477	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/268/805/GCA_000268805.2_ASM26880v2;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/268/805/GCA_000268805.1_ASM26880v1	?	PY-54	2010	dog	"Peru:Ascope, Chicama, Sector Peaje"	?	?	?	1330;1339	4604232;4609241	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141476	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/268/785/GCA_000268785.1_ASM26878v1	?	PY-53	2010	dog	"Peru:Ascope, Chicama, Sector Peaje"	?	?	?	650	4650519	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141475	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/269/345/GCA_000269345.1_ASM26934v1	?	PY-52	2010	dog	"Peru:Ascope, Chicama, Sector Peaje"	?	?	?	699	4689160	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141474	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/268/765/GCA_000268765.1_ASM26876v1	?	PY-48	2010	house mouse	"Peru:Ascope, Chicama, La Libertad, AA.HH."	?	?	?	584	4630493	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141473	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/269/325/GCA_000269325.1_ASM26932v1	?	PY-47	2010	domestic cat	"Peru:Ascope, Casa Grande, Mocan"	?	?	?	534	4682892	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141472	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/269/305/GCA_000269305.1_ASM26930v1	?	PY-46	2010	domestic cat	"Peru:Ascope, San Antonio"	?	?	?	460	4674925	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141471	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/268/745/GCA_000268745.1_ASM26874v1	?	PY-45	2010	house mouse	"Peru:Ascope, Chicama, La Libertad, AA.HH."	?	?	?	471	4754544	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141470	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/269/285/GCA_000269285.2_ASM26928v2;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/269/285/GCA_000269285.1_ASM26928v1	?	PY-42	2010	house mouse	"Peru:Ascope, Chicama, La Libertad, AA.HH."	?	?	?	522;523	4732312;4737760	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141469	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/269/265/GCA_000269265.1_ASM26926v1	?	PY-36	2010	house mouse	"Peru:Ascope, Casa Grande, Mocan"	?	?	?	591	4716906	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141468	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/268/725/GCA_000268725.2_ASM26872v2;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/268/725/GCA_000268725.1_ASM26872v1	?	PY-34	2010	domestic cat	"Peru:Ascope, Chicama, La Libertad, AA.HH."	?	?	?	513;514	4681941;4682156	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141466	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/268/685/GCA_000268685.1_ASM26868v1	?	PY-29	2010	house mouse	"Peru:Ascope, Chicama, La Libertad, AA.HH."	?	?	?	428	4758035	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141465	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/268/665/GCA_000268665.1_ASM26866v1	?	PY-25	2010	house mouse	"Peru:Ascope, Chicama, La Libertad, AA.HH."	?	?	?	533	4769912	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141464	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/268/525/GCA_000268525.1_ASM26852v1	?	PY-19	2010	rodent	"Peru:Ascope, Casa Grande, Toma Jauregui"	?	?	?	535	4510880	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141461	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/268/485/GCA_000268485.2_ASM26848v2;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/268/485/GCA_000268485.1_ASM26848v1	?	PY-14	2009	black rat	"Peru:Ascope, Casa Grande, Toma Jauregui"	?	?	?	695;702	4588680;4593490	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141454	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/268/385/GCA_000268385.1_ASM26838v1	?	PY-07	2006	black rat	"Peru:Chota, San Juan de Licupis, Pay Pay"	?	?	?	471	4764013	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141453	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/268/365/GCA_000268365.1_ASM26836v1	?	PY-06	2006	guinea pig	"Peru:Chota, San Juan de Licupis, Pay Pay"	?	?	?	524	4787942	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141452	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/268/345/GCA_000268345.1_ASM26834v1	?	PY-05	2006	black rat	"Peru:Chota, San Juan de Licupis, Pay Pay"	?	?	?	479	4685275	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141451	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/268/585/GCA_000268585.1_ASM26858v1	?	PY-04	2006	black rat	"Peru:Chota, San Juan de Licupis, Pay Pay"	?	?	?	528	4761753	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141450	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/268/565/GCA_000268565.1_ASM26856v1	?	PY-03	2006	black rat	"Peru:Jaen, Santo Domingo de la Capilla, Chamana"	?	?	?	751	4688983	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141449	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/268/325/GCA_000268325.1_ASM26832v1	?	PY-02	2006	black rat	"Peru:Jaen, Santo Domingo de la Capilla, Chamana"	?	?	?	578	4643211	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN02141448	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/268/545/GCA_000268545.1_ASM26854v1	?	PY-01	2006	house mouse	"Peru:Chota, San Juan de Licupis, Los Porongos"	?	?	?	568	4734683	?	?	?	?	?	2012/06/15 00:00	?	?
SAMN01909378	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/382/545/GCA_000382545.1_Yersinia_pestis_assembly	SRR677780	G1670A	?	?	?	?	?	?	208	4542438	?	?	?	?	?	2013/04/25 00:00	2013-04-24 00:00:00	?
SAMN01902220	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/382/525/GCA_000382525.1_Yersinia_pestis_G3768_assembly	SRR653849	G3768	?	?	?	?	?	?	252	4523489	?	?	?	?	?	2013/04/25 00:00	2013-04-24 00:00:00	?
