BioSampleAccession	AssemblyFTPGenbank	SRARunAccession	BioSampleStrain	BioSampleCollectionDate	BioSampleHost	BioSampleGeographicLocation	BioSampleBiovar	PubmedArticleTitle	PubmedAuthorsLastName	AssemblyContigCount	AssemblyTotalLength	NucleotideGenes	NucleotideGenesTotal	NucleotidePseudoGenes	NucleotidePseudoGenesTotal	NucleotiderRNAs	AssemblySubmissionDate	SRARunPublishDate	BioSampleComment
SAMN05731693		SRR4175422	Yp2983	2007	Homo sapiens	Madagascar												2017-08-29 00:00:59	
SAMN05731692		SRR4175421	Yp2871	2004	Homo sapiens	Madagascar												2017-08-29 00:00:59	
SAMN05731691		SRR4175420	Yp3048	2009	Homo sapiens	Madagascar												2017-08-29 00:00:59	
SAMN05731690		SRR4175419	Yp3069	2011	Homo sapiens	Madagascar												2017-08-29 00:00:58	
SAMN05731689		SRR4175418	Yp3010	2007	Siphonaptera	Madagascar												2017-08-29 00:00:58	
SAMN05731688		SRR4175417	Yp2905	2004	Homo sapiens	Madagascar												2017-08-29 00:00:58	
SAMN05731687		SRR4175416	Yp2856	2003	Homo sapiens	Madagascar												2017-08-29 00:00:58	
SAMN05731686		SRR4175444	Yp3017	2007	Homo sapiens	Madagascar												2017-08-29 00:01:00	
SAMN05731685		SRR4175443	Yp3019	2008	Homo sapiens	Madagascar												2017-08-29 00:01:00	
SAMN05731684		SRR4175442	Yp3043	2009	Homo sapiens	Madagascar												2017-08-29 00:01:00	
SAMN05731683		SRR4175441	Yp2963	2006	Homo sapiens	Madagascar												2017-08-29 00:01:00	
SAMN05731682		SRR4175440	Yp3078	2011	Homo sapiens	Madagascar												2017-08-29 00:01:00	
SAMN05731681		SRR4175439	Yp3042	2009	Homo sapiens	Madagascar												2017-08-29 00:01:00	
SAMN05731680		SRR4175437	Yp3016	2007	Homo sapiens	Madagascar												2017-08-29 00:01:00	
SAMN05731679		SRR4175426	Yp3026	2008	Homo sapiens	Madagascar												2017-08-29 00:00:59	
SAMN05731678		SRR4175415	Yp2979	2006	Rattus rattus	Madagascar												2017-08-29 00:00:58	
SAMN05731677		SRR4175414	Yp3009	2007	Siphonaptera	Madagascar												2017-08-29 00:00:58	
SAMN07510740	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/278/735/GCA_002278735.1_ASM227873v1		I-308	1986	Homo sapiens	Russia				50	3286650		3,354		410	1, 1, 1 (5S, 16S, 23S)	2017/08/30 00:00		
SAMN07510738	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/278/715/GCA_002278715.1_ASM227871v1		I-370	2010	Homo sapiens	Russia				51	3286898		3,365		338	1, 1, 1 (5S, 16S, 23S)	2017/08/30 00:00		
SAMN07510723	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/278/695/GCA_002278695.1_ASM227869v1		I-340	1995	Homo sapiens	Russia				47	3287682		3,365		409	1, 1, 1 (5S, 16S, 23S)	2017/08/30 00:00		
SAMN07510711	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/278/675/GCA_002278675.1_ASM227867v1		I-194	1965	Homo sapiens	Russia				50	3286088		3,364		398	1, 1, 1 (5S, 16S, 23S)	2017/08/30 00:00		
SAMN07498437	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/278/575/GCA_002278575.1_ASM227857v1		I-280	1983	Homo sapiens	Russia				49	3286415		3,363		365	1, 1, 1 (5S, 16S, 23S)	2017/08/30 00:00		
SAMN07498373	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/278/585/GCA_002278585.1_ASM227858v1		I-160	1961	Ovis aries	Russia				56	3289329		3,371		411	1, 1, 1 (5S, 16S, 23S)	2017/08/30 00:00		
SAMN07286087				28-Feb-2017	Homo sapiens	not applicable													
SAMN07286086				20-Feb-2017	Homo sapiens	not applicable													
SAMN05386328			BALB/c					Host transcriptomic responses to pneumonic plague reveal that Yersinia pestis inhibits both the initial adaptive and innate immune responses in mice.	Yang;Wang;Tian;Zhang;Wu;Xin;Yan;Tan;Cao;Liu;Cui;Yang;Du										
SAMN05386327			BALB/c					Host transcriptomic responses to pneumonic plague reveal that Yersinia pestis inhibits both the initial adaptive and innate immune responses in mice.	Yang;Wang;Tian;Zhang;Wu;Xin;Yan;Tan;Cao;Liu;Cui;Yang;Du										
SAMN05386326			BALB/c					Host transcriptomic responses to pneumonic plague reveal that Yersinia pestis inhibits both the initial adaptive and innate immune responses in mice.	Yang;Wang;Tian;Zhang;Wu;Xin;Yan;Tan;Cao;Liu;Cui;Yang;Du										
SAMN05386325			BALB/c					Host transcriptomic responses to pneumonic plague reveal that Yersinia pestis inhibits both the initial adaptive and innate immune responses in mice.	Yang;Wang;Tian;Zhang;Wu;Xin;Yan;Tan;Cao;Liu;Cui;Yang;Du										
SAMN05386324			BALB/c					Host transcriptomic responses to pneumonic plague reveal that Yersinia pestis inhibits both the initial adaptive and innate immune responses in mice.	Yang;Wang;Tian;Zhang;Wu;Xin;Yan;Tan;Cao;Liu;Cui;Yang;Du										
SAMN05386323			BALB/c					Host transcriptomic responses to pneumonic plague reveal that Yersinia pestis inhibits both the initial adaptive and innate immune responses in mice.	Yang;Wang;Tian;Zhang;Wu;Xin;Yan;Tan;Cao;Liu;Cui;Yang;Du										
SAMN05386322			BALB/c					Host transcriptomic responses to pneumonic plague reveal that Yersinia pestis inhibits both the initial adaptive and innate immune responses in mice.	Yang;Wang;Tian;Zhang;Wu;Xin;Yan;Tan;Cao;Liu;Cui;Yang;Du										
SAMN05386321			BALB/c					Host transcriptomic responses to pneumonic plague reveal that Yersinia pestis inhibits both the initial adaptive and innate immune responses in mice.	Yang;Wang;Tian;Zhang;Wu;Xin;Yan;Tan;Cao;Liu;Cui;Yang;Du										
SAMN05386320			BALB/c					Host transcriptomic responses to pneumonic plague reveal that Yersinia pestis inhibits both the initial adaptive and innate immune responses in mice.	Yang;Wang;Tian;Zhang;Wu;Xin;Yan;Tan;Cao;Liu;Cui;Yang;Du										
SAMN05386319			BALB/c					Host transcriptomic responses to pneumonic plague reveal that Yersinia pestis inhibits both the initial adaptive and innate immune responses in mice.	Yang;Wang;Tian;Zhang;Wu;Xin;Yan;Tan;Cao;Liu;Cui;Yang;Du										
SAMN05386318			BALB/c					Host transcriptomic responses to pneumonic plague reveal that Yersinia pestis inhibits both the initial adaptive and innate immune responses in mice.	Yang;Wang;Tian;Zhang;Wu;Xin;Yan;Tan;Cao;Liu;Cui;Yang;Du										
SAMN05386317			BALB/c					Host transcriptomic responses to pneumonic plague reveal that Yersinia pestis inhibits both the initial adaptive and innate immune responses in mice.	Yang;Wang;Tian;Zhang;Wu;Xin;Yan;Tan;Cao;Liu;Cui;Yang;Du										
SAMN05386316			BALB/c					Host transcriptomic responses to pneumonic plague reveal that Yersinia pestis inhibits both the initial adaptive and innate immune responses in mice.	Yang;Wang;Tian;Zhang;Wu;Xin;Yan;Tan;Cao;Liu;Cui;Yang;Du										
SAMN05386315			BALB/c					Host transcriptomic responses to pneumonic plague reveal that Yersinia pestis inhibits both the initial adaptive and innate immune responses in mice.	Yang;Wang;Tian;Zhang;Wu;Xin;Yan;Tan;Cao;Liu;Cui;Yang;Du										
SAMN05386314			BALB/c					Host transcriptomic responses to pneumonic plague reveal that Yersinia pestis inhibits both the initial adaptive and innate immune responses in mice.	Yang;Wang;Tian;Zhang;Wu;Xin;Yan;Tan;Cao;Liu;Cui;Yang;Du										
SAMN05386313			BALB/c					Host transcriptomic responses to pneumonic plague reveal that Yersinia pestis inhibits both the initial adaptive and innate immune responses in mice.	Yang;Wang;Tian;Zhang;Wu;Xin;Yan;Tan;Cao;Liu;Cui;Yang;Du										
SAMN05386312			BALB/c					Host transcriptomic responses to pneumonic plague reveal that Yersinia pestis inhibits both the initial adaptive and innate immune responses in mice.	Yang;Wang;Tian;Zhang;Wu;Xin;Yan;Tan;Cao;Liu;Cui;Yang;Du										
SAMN05386311			BALB/c					Host transcriptomic responses to pneumonic plague reveal that Yersinia pestis inhibits both the initial adaptive and innate immune responses in mice.	Yang;Wang;Tian;Zhang;Wu;Xin;Yan;Tan;Cao;Liu;Cui;Yang;Du										
SAMN07257404		SRR5714707	CO92					An integrated computational-experimental approach reveals Yersinia pestis genes essential across a narrow or a broad range of environmental conditions.	Senior;Sasidharan;Saint;Scott;Sarkar-Tyson;Ireland;Bullifent;Rong Yang;Moore;Oyston;Atkins;Atkins;Soyer;Titball									2017-07-07 16:34:05	
SAMN07257403		SRR5714708	CO92					An integrated computational-experimental approach reveals Yersinia pestis genes essential across a narrow or a broad range of environmental conditions.	Senior;Sasidharan;Saint;Scott;Sarkar-Tyson;Ireland;Bullifent;Rong Yang;Moore;Oyston;Atkins;Atkins;Soyer;Titball									2017-07-07 16:34:05	
SAMN07257402		SRR5714709	CO92					An integrated computational-experimental approach reveals Yersinia pestis genes essential across a narrow or a broad range of environmental conditions.	Senior;Sasidharan;Saint;Scott;Sarkar-Tyson;Ireland;Bullifent;Rong Yang;Moore;Oyston;Atkins;Atkins;Soyer;Titball									2017-07-07 16:34:05	
SAMN07257401		SRR5714710	CO92					An integrated computational-experimental approach reveals Yersinia pestis genes essential across a narrow or a broad range of environmental conditions.	Senior;Sasidharan;Saint;Scott;Sarkar-Tyson;Ireland;Bullifent;Rong Yang;Moore;Oyston;Atkins;Atkins;Soyer;Titball									2017-07-07 16:34:05	
SAMN07257400		SRR5714711	CO92					An integrated computational-experimental approach reveals Yersinia pestis genes essential across a narrow or a broad range of environmental conditions.	Senior;Sasidharan;Saint;Scott;Sarkar-Tyson;Ireland;Bullifent;Rong Yang;Moore;Oyston;Atkins;Atkins;Soyer;Titball									2017-07-07 16:34:05	
SAMN07257399		SRR5714712	CO92					An integrated computational-experimental approach reveals Yersinia pestis genes essential across a narrow or a broad range of environmental conditions.	Senior;Sasidharan;Saint;Scott;Sarkar-Tyson;Ireland;Bullifent;Rong Yang;Moore;Oyston;Atkins;Atkins;Soyer;Titball									2017-07-07 16:34:05	
SAMN07257398		SRR5714713	CO92					An integrated computational-experimental approach reveals Yersinia pestis genes essential across a narrow or a broad range of environmental conditions.	Senior;Sasidharan;Saint;Scott;Sarkar-Tyson;Ireland;Bullifent;Rong Yang;Moore;Oyston;Atkins;Atkins;Soyer;Titball									2017-07-07 16:34:05	
SAMN07192613			P-18778	2005	Homo sapiens	Russia: Rostov-on-Done													
SAMN07192612			P-18748	2004	Homo sapiens	Russia: Sochi													
SAMN06075487	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/266/785/GCA_002266785.1_ASM226678v1		I-338	1993	Homo sapiens	Russia				60	3285883		3,368		351	1, 1, 1 (5S, 16S, 23S)	2017/08/23 00:00		
SAMN06075483	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/266/775/GCA_002266775.1_ASM226677v1		I-216	1970	Homo sapiens	Russia				49	3286361		3,359		354	1, 1, 1 (5S, 16S, 23S)	2017/08/23 00:00		
SAMN05823560	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/266/765/GCA_002266765.1_ASM226676v1		I-349	1999	Homo sapiens	Russia				37	3282226		3,342		235	1, 1, 1 (5S, 16S, 23S)	2017/08/23 00:00		
SAMN05823553	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/266/745/GCA_002266745.1_ASM226674v1		KIV-L	2014	Homo sapiens	Russia				41	3282192		3,355		239	1, 1, 1 (5S, 16S, 23S)	2017/08/23 00:00		
SAMN06854807			CO92 (pCD1-), yyfB	2016	Homo sapiens	USA: Colorado													
SAMN06854806			CO92 (pCD1-), yyfA	2016	Homo sapiens	USA: Colorado													
SAMN06854805			CO92 (pCD1-)	2016	Homo sapiens	USA: Colorado													
SAMN06854160			CO92 (pCD1-), yyfB	2016	Homo sapiens	USA: Colorado													
SAMN06854159			CO92 (pCD1-), yyfA	2016	Homo sapiens	USA: Colorado													
SAMN06854158			CO92 (pCD1-)	2016	Homo sapiens	USA: Colorado													
SAMN06711158			617	missing	Homo sapiens	Ukraine: Piatikhatskii district							3,723		109	2, 1, 4 (5S, 16S, 23S)			
SAMN06806565			M1337	not collected	Homo sapiens	Russia: Astrakhan													
SAMN06806563			34Kayum	not collected	Homo sapiens	Afghanistan: Kabul													
SAMN06806560			M1509	not collected	Homo sapiens	Russia: Moscow													
SAMN06806559			M1344	not collected	Homo sapiens	Russia: Kazan													
SAMN06806481			M1030	not collected	Homo sapiens	Turkmenistan: Yoloten													
SAMN06806440			433	not collected	missing	Russia: Sochi													
SAMN06806439			2403	not collected	Homo sapiens	Ukraine: Odessa													
SAMN06806438			85	not collected	Homo sapiens	Ukraine: Berdiansk													
SAMN06768535			155	not collected	Homo sapiens	Ukraine: Mariupol													
SAMN06768135			223	not collected	missing	Ukraine: Nizhnie Serogozy													
SAMN06768133			89	Sep-2016	missing	Ukraine: Yalta													
SAMN06768132			147	Sep-2016	missing	Ukraine: Yalta													
SAMN06768131			114	Sep-2016	Homo sapiens	Ukraine: Mariupol													
SAMN06768130			102	Sep-2016	Homo sapiens	Ukraine: Kerch													
SAMN06768129			28	Sep-2016	Homo sapiens	Ukraine: Krivoy Rog													
SAMN06768128			5	Sep-2016	Homo sapiens	Ukraine: Zaporizhia													
SAMN04567820		SRR3241569		2012		USA												2017-04-14 00:00:14	
SAMN04567819		SRR3241568		2012	Homo sapiens	USA												2017-04-14 00:00:14	
SAMN04567818		SRR3241826		2012	Homo sapiens	USA												2017-04-14 00:00:14	
SAMN04567817		SRR3241824		2012	Homo sapiens	USA												2017-04-14 00:00:14	
SAMN04567816		SRR3241823		2012	Homo sapiens	USA												2017-04-14 00:00:14	
SAMN04567815		SRR3241822		2012		USA												2017-04-14 00:00:14	
SAMN04567814		SRR3241821		2012	Homo sapiens	USA												2017-04-14 00:00:14	
SAMN04567813		SRR3241701		2012	Homo sapiens	USA												2017-04-14 00:00:14	
SAMN04567812		SRR3241571		2012	Homo sapiens	USA												2017-04-14 00:00:14	
SAMN04567811		SRR3241570		2012	Homo sapiens	USA												2017-04-14 00:00:14	
SAMN04567810		SRR3241549		2012	Homo sapiens	USA												2017-04-14 00:00:14	
SAMN04567809		SRR3241517		2012	Homo sapiens	USA												2017-04-14 00:00:14	
SAMN06161235	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/005/285/GCA_002005285.1_ASM200528v1	SRR5137562;SRR5117441	195/P	2015-12-08		not collected				4	4831198						2017/02/21 00:00	2017-01-07 15:07:26;2016-12-24 11:56:26	
SAMN05715376	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/905/265/GCA_001905265.1_ASM190526v1		110	1983	Homo sapiens	Australia: Pearce				783	7778602						2016/12/15 00:00		
SAMN05450311			110	1985		Viet Nam													
SAMN05853556	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/905/275/GCA_001905275.1_ASM190527v1		V-120	1985	horse	Russia: Ulan-Ude				706	5507439						2016/12/15 00:00		
SAMN05240958	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/074/435/GCA_003074435.1_ASM307443v1		KM874	1984-08-14	Microtus arvalis	Armenia: Syunik Region				228	4552969		4,230		295	1, 1 (16S, 23S)	2018/04/30 00:00		
SAMN05225437	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/074/415/GCA_003074415.1_ASM307441v1		3551	1979-10-10	Ctenophthalmus teres	Armenia				225	4563176		4,235		212	2, 1, 1 (5S, 16S, 23S)	2018/04/30 00:00		
SAMN05225434	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/074/395/GCA_003074395.1_ASM307439v1		3544	1979-10-05	Microtus arvalis	Armenia				248	4559091		4,230		209	2, 2 (16S, 23S)	2018/04/30 00:00		
SAMN05225432	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/074/375/GCA_003074375.1_ASM307437v1		261	1955-08-19	Meriones libycus erythrourus	missing				249	4579841		4,221		187	1, 1 (16S, 23S)	2018/04/30 00:00		
SAMN05225431	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/074/355/GCA_003074355.1_ASM307435v1		1240	1967-01-13	Meriones libycus erythrourus	Azerbaijan				321	4582524		4,263		244	2, 1, 1 (5S, 16S, 23S)	2018/04/30 00:00		
SAMN05225379	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/074/315/GCA_003074315.1_ASM307431v1		I-3223	1987-07-22	Citellophilus tesquorum	Russia: Republic of Tuva, Ovyursky District				563	4681103		4,496		566	2, 2, 2 (5S, 16S, 23S)	2018/04/30 00:00		
SAMN05225376	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/074/295/GCA_003074295.1_ASM307429v1		244	1967-08-25	Homo sapiens	Kazakhstan: Kyzyl-Orda Region, Aralsk District				445	4595054		4,338		507	2, 1, 1 (5S, 16S, 23S)	2018/04/30 00:00		
SAMN05225373	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/074/275/GCA_003074275.1_ASM307427v1		C-627	1986-08-28	Coleophora tesquorum	Russia: Kabardino-Balkar Republic, Zolsky District				676	4476360		4,411		1,897	2, 1, 1 (5S, 16S, 23S)	2018/04/30 00:00		
SAMN05225370	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/074/235/GCA_003074235.1_ASM307423v1		I-3244	1988-07-05	Ochotona dauurica	Mongolia: Bayan-Ulgy Aimak				356	4534110		4,300		1,393	2, 1, 1 (5S, 16S, 23S)	2018/04/30 00:00		
SAMN05219223	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/074/215/GCA_003074215.1_ASM307421v1		349	2015-06-08	Oropsylla silantiewi	Russia: Republic of Altai, Kosh-Agach District				253	4655319		4,303		220	2, 1, 1 (5S, 16S, 23S)	2018/04/30 00:00		
SAMN05219221	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/074/195/GCA_003074195.1_ASM307419v1		337	2015-06-08		Russia: Republic of Altai, Kosh-Agach District				309	4648693		4,315		246	2, 1, 1 (5S, 16S, 23S)	2018/04/30 00:00		
SAMN05219204	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/074/155/GCA_003074155.1_ASM307415v1		338	2015-06-12		Russia: Republic of Altai, Kosh-Agach District				299	4652440		4,319		263	2, 1, 1 (5S, 16S, 23S)	2018/04/30 00:00		
SAMN05162893	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/085/995/GCA_003085995.1_ASM308599v1		1906	2014-04-12	Meriones meridianus	Russia: Republic of Kalmykiya, Laganskiy district				301	4573713		4,260		349	2, 1, 1 (5S, 16S, 23S)	2018/05/02 00:00		
SAMN05162891	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/412/255/GCA_002412255.1_Y.pestis_A-1836		A-1836	1983-03-20	Marmota baibacina	Kyrgyzstan: Issyk-Kul'skaya region				300	4613199		4,358		3,208	2, 1, 1 (5S, 16S, 23S)	2017/10/03 00:00		
SAMN05162583	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/086/015/GCA_003086015.1_ASM308601v1		M-1944	2012-08-21	Marmota sibirica	Russia: Republic of Tyva, Mongun-Tayginskiy district				628	4582641		4,457		554	2, 1, 3 (5S, 16S, 23S)	2018/05/02 00:00		
SAMN05162581	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/085/935/GCA_003085935.1_ASM308593v1		835	1958-11-23	Homo sapiens	Armenia: Lariyskaya region				222	4556565		4,216		242	1, 1 (16S, 23S)	2018/05/02 00:00		
SAMN05162580	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/085/975/GCA_003085975.1_ASM308597v1		1530	2014-09-18		Russia: Republic of Altai, Kosh-Agach District				447	4529233		4,316		600	2, 2, 1 (5S, 16S, 23S)	2018/05/02 00:00		
SAMN05162559	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/086/055/GCA_003086055.1_ASM308605v1		595	2014-03-20	Mus musculus	Russia: Astrakhan Region, Limanskiy District				269	4584858		4,244		268	1, 1 (16S, 23S)	2018/05/02 00:00		
SAMN05150105	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/085/955/GCA_003085955.1_ASM308595v1		1313	2014-09-20	Paradoxopsyllus scorodumovi	Russia: Republic of Altai				235	4598307		4,225		827	1, 1 (16S, 23S)	2018/05/02 00:00		
SAMN05150068	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/085/895/GCA_003085895.1_ASM308589v1		I-2998	1982-08-27	Ochotona pallasi	Russia: Republic of Altai, Kosh-Agach District				356	4585836		4,296		538	2, 1, 2 (5S, 16S, 23S)	2018/05/02 00:00		
SAMN05150065	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/412/245/GCA_002412245.1_Y.pestis_A-1691		A-1691	1971-07-20		Kyrgyzstan				399	4615196		4,352		1,010	2, 1, 2 (5S, 16S, 23S)	2017/10/03 00:00		
SAMN05149973	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/412/225/GCA_002412225.1_Y.pestis_A-1486		A-1486	1966-11-25	Marmota caudata	Kyrgyzstan: Oshskaya Region, Alayskiy District				499	4564774		4,391		1,041	2, 2, 2 (5S, 16S, 23S)	2017/10/03 00:00		
SAMN05149970	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/085/875/GCA_003085875.1_ASM308587v1		M-986	1975-07-15	Homo sapiens	Armenia: Syunikskaya Region				260	4540567		4,240		354	2, 1, 1 (5S, 16S, 23S)	2018/05/02 00:00		
SAMN05149969	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/412/235/GCA_002412235.1_Y.pestis_A-1249		A-1249	1970-04-18	Neodon juldaschi carruthersi	Tajikistan: Sogdiyskaya Region				321	4573487		4,283		926	2, 2, 2 (5S, 16S, 23S)	2017/10/03 00:00		
SAMN05017795	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/085/915/GCA_003085915.1_ASM308591v1		517	2014-09-21	Homo sapiens	Russia: Republic of Altai, Mukhor-Tarkhata village				225	4656448		4,329		949	1, 5 (16S, 23S)	2018/05/02 00:00		
SAMN05017696	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/412/305/GCA_002412305.1_Y.pestis_A-1809		A-1809	1980-08-28	Pectinoctenus nemorosus	Kyrgyzstan: Range of Tien Shan Mountain System, Karagaily Area				422	4564961		4,364		2,915	2, 3, 1 (5S, 16S, 23S)	2017/10/03 00:00		
SAMN05017693	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/086/095/GCA_003086095.1_ASM308609v1		M-1524	1993-05-09	Rhombomys opimus	Kazakhstan: Chimkent Region, Suzak District, Zhuantobe Townsite				488	4616738		4,357		638	2, 1, 1 (5S, 16S, 23S)	2018/05/02 00:00		
SAMN05017652	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/086/115/GCA_003086115.1_ASM308611v1		A-1920	1988-07-08	Rhombomys opimus	Kazakhstan: Almaty Region, Balkhash District, Bakanas Townsite				422	4555877		4,294		3,189	2, 1, 1 (5S, 16S, 23S)	2018/05/02 00:00		
SAMN05017610	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/086/075/GCA_003086075.1_ASM308607v1		A-1825	1983-03-16	Rhombomys opimus	Uzbekistan				707	4535418		4,336		3,123	2, 1, 1 (5S, 16S, 23S)	2018/05/02 00:00		
SAMN05017606	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/086/035/GCA_003086035.1_ASM308603v1		2751-55	2012-09-23	Ochotona pallasi	Russia: Republic of Altai, Kosh-Agach District, Tashanta Village				278	4582594		4,259		818	2, 1, 1 (5S, 16S, 23S)	2018/05/02 00:00		
SAMN05712322		SRR4072026		not applicable	Cynomys	not applicable												2016-08-30 00:00:00	
SAMN05712321		SRR4072025		not applicable	Cynomys	not applicable												2016-08-30 00:00:00	
SAMN05712320		SRR4072024		not applicable	Cynomys	not applicable												2016-08-30 00:00:00	
SAMN05712319		SRR4072023		not applicable	Cynomys	not applicable												2016-08-30 00:00:00	
SAMN05712318		SRR4072021		not applicable	Cynomys	not applicable												2016-08-30 00:00:00	
SAMN05712317		SRR4072020		not applicable	Cynomys	not applicable												2016-08-30 00:00:00	
SAMN05712316		SRR4072019		not applicable	Cynomys	not applicable												2016-08-30 00:00:00	
SAMN05712315		SRR4072018		not applicable	Cynomys	not applicable												2016-08-30 00:00:00	
SAMN05712314		SRR4072017		not applicable	Cynomys	not applicable												2016-08-30 00:00:00	
SAMN05712313		SRR4072016		not applicable	Cynomys	not applicable												2016-08-30 00:00:00	
SAMN05712312		SRR4072015		not applicable	Cynomys	not applicable												2016-08-30 00:00:00	
SAMN05712311		SRR4072014		not applicable	Cynomys	not applicable												2016-08-30 00:00:00	
SAMN05712310		SRR4072013		not applicable	Cynomys	not applicable												2016-08-30 00:00:00	
SAMN05712309		SRR4072012		not applicable	Cynomys	not applicable												2016-08-30 00:00:00	
SAMN05712308		SRR4072033		not applicable	Cynomys	not applicable												2016-08-30 00:00:00	
SAMN05712307		SRR4072032		not applicable	Cynomys	not applicable												2016-08-30 00:00:00	
SAMN05712306		SRR4072031		not applicable	Cynomys	not applicable												2016-08-30 00:00:00	
SAMN05712305		SRR4072030		not applicable	Cynomys	not applicable												2016-08-30 00:00:00	
SAMN05712304		SRR4072029		not applicable	Cynomys	not applicable												2016-08-30 00:00:00	
SAMN05712303		SRR4072028		not applicable	Cynomys	not applicable												2016-08-30 00:00:00	
SAMN05712302		SRR4072027		not applicable	Cynomys	not applicable												2016-08-30 00:00:00	
SAMN05712301		SRR4072022		not applicable	Cynomys	not applicable												2016-08-30 00:00:00	
SAMN05712300		SRR4072011		not applicable	Cynomys	not applicable												2016-08-30 00:00:00	
SAMN05712299		SRR4072010		1992	Homo sapiens	USA: Colorado												2016-08-30 00:00:00	
SAMN05282282	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/693/595/GCA_001693595.1_ASM169359v1		Cadman	06-Jun-2016	Homo sapiens	USA: Gallup, NM				4	4778555						2016/07/26 00:00		
SAMN05162506				Feb-2013	Diploria labyrinthiformis	USA: Florida													
SAMN05162505				Feb-2013	Chyroptochiridae	USA: Florida													
SAMN05017702	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/085/855/GCA_003085855.1_ASM308585v1		M-1773	2002-05-17	Meriones meridianus	Russia: Astrakhan Region, Krasnoyarsk District				284	4566266		4,235		285	2, 1, 2 (5S, 16S, 23S)	2018/05/02 00:00		
